"rfmo","flag","lon","lat","year","effort_t_hooks","catch_tot_mt","catch_tot_n","catch_bet_mt","catch_bet_n","catch_alb_mt","catch_alb_n","catch_yft_mt","catch_yft_n"
"iattc","JPN",-147.5,-17.5,1974,29.031,0,154,0,20,0,63,0,71
"iattc","TWN",-147.5,-17.5,1974,281.309,113,6363,10.3,212,94.52,5896,8.18,255
"iattc","TWN",-147.5,-17.5,1975,96.264,21.71,1318,1.09,23,18.81,1238,1.81,57
"iattc","KOR",-147.5,-17.5,1976,134.097,0,2946,0,265,0,2392,0,289
"iattc","TWN",-147.5,-17.5,1976,145.863,64.06,3827,0.65,14,60.1,3710,3.31,103
"iattc","KOR",-147.5,-17.5,1977,70.782,0,2723,0,371,0,1703,0,649
"iattc","TWN",-147.5,-17.5,1977,259.964,104.59,5927,8.86,183,88.94,5532,6.79,212
"iattc","KOR",-147.5,-17.5,1978,4.212,0,485,0,54,0,396,0,35
"iattc","KOR",-147.5,-17.5,1981,382.429,0,5144,0,333,0,4446,0,365
"iattc","TWN",-147.5,-17.5,1981,7.255,3.22,186,0.25,6,2.79,174,0.18,6
"iattc","KOR",-147.5,-17.5,1982,446.144,0,5155,0,172,0,4589,0,394
"iattc","KOR",-147.5,-17.5,1983,80.395,0,1202,0,38,0,1013,0,151
"iattc","KOR",-147.5,-17.5,1984,144.046,0,2162,0,52,0,1714,0,396
"iattc","TWN",-147.5,-17.5,1984,18.693,7.3,323,0,0,6.92,312,0.38,11
"iattc","KOR",-147.5,-17.5,1985,362.034,0,5670,0,345,0,4597,0,728
"iattc","KOR",-147.5,-17.5,1986,83.801,0,1173,0,32,0,994,0,147
"iattc","KOR",-147.5,-17.5,1987,123.81,42.51,2113,0.69,24,40.1,2025,1.72,64
"iattc","KOR",-147.5,-17.5,1988,90.786,30.13,1505,0.26,10,27.7,1368,2.17,127
"iattc","JPN",-147.5,-17.5,1989,12.355,0,271,0,42,0,165,0,64
"iattc","KOR",-147.5,-17.5,1989,47.624,13.38,689,0.36,14,11.89,609,1.13,66
"iattc","KOR",-147.5,-17.5,1990,19.755,3.72,188,0.1,5,2.83,139,0.79,44
"iattc","PYF",-147.5,-17.5,1992,48.32,11.32,556,0.7,21,6.14,307,4.48,228
"iattc","PYF",-147.5,-17.5,1993,54.755,19.11,977,0.77,31,16.42,839,1.92,107
"wcpfc","PYF",-147.5,-17.5,1994,1857.226,569.283,26617,59.324,1968,429.216,21234,80.743,3415
"iattc","TWN",-147.5,-17.5,1994,18.682,3.58,125,0.15,3,3.27,115,0.16,7
"wcpfc","PYF",-147.5,-17.5,1995,1717.276,353.203,16032,43.039,1549,253.347,12042,56.817,2441
"wcpfc","PYF",-147.5,-17.5,1996,1763.799,582.744,26546,50.382,1939,433.736,20161,98.626,4446
"wcpfc","PYF",-147.5,-17.5,1997,1899.426,723.331,33549,43.97,1503,588.457,29001,90.904,3045
"wcpfc","PYF",-147.5,-17.5,1998,1775.084,590.405,26631,40.408,1440,477.517,23062,72.48,2129
"iattc","KOR",-147.5,-17.5,1999,5.63,1.13,27,0.96,22,0,0,0.17,5
"wcpfc","PYF",-147.5,-17.5,1999,2344.281,673.92,31450,39.074,1577,523.697,24216,111.149,5657
"wcpfc","PYF",-147.5,-17.5,2000,1789.821,450.489,21480,37.037,1483,320.481,15546,92.971,4451
"iattc","KOR",-147.5,-17.5,2001,2.56,0.41,13,0.27,9,0,0,0.14,4
"wcpfc","PYF",-147.5,-17.5,2001,2106.91,776.869,35755,48.822,1682,653.854,31443,74.193,2630
"wcpfc","PYF",-147.5,-17.5,2002,1505.377,480.611,21781,32.887,983,419.768,19971,27.956,827
"iattc","TWN",-147.5,-17.5,2002,46.317,120.16,7032,4.79,189,109.28,6591,6.09,252
"iattc","JPN",-147.5,-17.5,2003,8.392,0,21,0,13,0,0,0,8
"iattc","KOR",-147.5,-17.5,2003,4.065,1.59,0,0.38,0,0.16,0,1.05,0
"wcpfc","PYF",-147.5,-17.5,2003,3607.322,738.37,34523,66.738,2575,566.087,27715,105.545,4233
"wcpfc","PYF",-147.5,-17.5,2004,4968.961,643.592,30422,77.961,3426,359.739,16774,205.892,10222
"iattc","TWN",-147.5,-17.5,2004,43.616,11.77,567,0.72,22,10.81,540,0.24,5
"wcpfc","PYF",-147.5,-17.5,2005,3564.801,408.904,17698,56.374,2034,300.583,13939,51.947,1725
"wcpfc","PYF",-147.5,-17.5,2006,2585.05,375.535,17737,28.953,1061,295.3,14908,51.282,1768
"wcpfc","PYF",-147.5,-17.5,2007,3091.728,680.195,31879,48.367,1707,557.405,26902,74.423,3270
"wcpfc","PYF",-147.5,-17.5,2008,3850.195,752.718,33260,59.949,2256,634.489,28873,58.28,2131
"wcpfc","PYF",-147.5,-17.5,2009,3706.595,866.043,38866,59.434,1906,718.277,33924,88.332,3036
"wcpfc","PYF",-147.5,-17.5,2010,4534.108,1141.256,51035,57.405,1916,1003.04,45815,80.811,3304
"wcpfc","PYF",-147.5,-17.5,2011,5277.733,1190.321,52962,105.092,3734,965.232,45575,119.997,3653
"iattc","CHN",-147.5,-17.5,2012,32.234,11.49,582,2.79,85,8,473,0.7,24
"wcpfc","PYF",-147.5,-17.5,2012,5149.81,1387.68,60632,126.496,3888,1082.019,50267,179.165,6477
"iattc","CHN",-147.5,-17.5,2013,238.58,79.95,4306,1.42,39,77.31,4224,1.22,43
"wcpfc","PYF",-147.5,-17.5,2013,5457.878,1367.054,59627,128.041,3501,1102.727,51245,136.286,4881
"wcpfc","PYF",-147.5,-17.5,2014,5500.726,1225.661,61597,121.449,3946,952.005,51284,152.207,6367
"iattc","VUT",-147.5,-17.5,2014,2.7,0.6,34,0,0,0.6,34,0,0
"iattc","PYF",-147.5,-17.5,2015,4217.08,1098.58,51305,120.7,4018,766.42,38310,211.46,8977
"iattc","VUT",-147.5,-17.5,2015,5.55,2.16,60,1.47,38,0.02,1,0.67,21
"iattc","CHN",-147.5,-17.5,2016,305.696,93.23,4718,21.71,599,61.45,3723,10.07,396
"wcpfc","PYF",-147.5,-17.5,2016,4450.774,956.172,43400,97.74,3205,739.671,35622,118.761,4573
"iattc","CHN",-147.5,-17.5,2017,229.8,99.5,5479,16.44,676,52.13,3448,30.93,1355
"wcpfc","PYF",-147.5,-17.5,2017,3094.368,571.868,25365,92.415,2893,384.31,18219,95.143,4253
"iattc","CHN",-147.5,-17.5,2018,1.354,0.26,15,0.02,1,0.2,12,0.04,2
"wcpfc","PYF",-147.5,-17.5,2018,3000.597,734.172,31725,101.993,3202,516.267,24313,115.912,4210
"iattc","CHN",-147.5,-17.5,2019,132.371,38.34,2020,3.48,149,27.77,1557,7.09,314
"wcpfc","PYF",-147.5,-17.5,2019,3564.884,893.577,38174,89.932,2738,625.67,28769,177.975,6667
"wcpfc","PYF",-147.5,-17.5,2020,5202.582,1202.344,54051,159.719,5744,739.766,33957,302.859,14350
"wcpfc","PYF",-147.5,-17.5,2021,5117.578,1180.945,50881,151.18,5706,712.655,32673,317.11,12502
"wcpfc","PYF",-147.5,-17.5,2022,4369.501,1116.597,50026,119.845,3874,847.339,41527,149.413,4625
"wcpfc","PYF",-147.5,-17.5,2023,4517.343,1386.865,64904,108.466,3723,1089.163,53739,189.236,7442
"wcpfc","PYF",-147.5,-17.5,2024,4310.892,1310.079,58841,106.24,4401,968.059,46593,235.78,7847
"iattc","JPN",-142.5,-17.5,1955,6.468,0,105,0,17,0,63,0,25
"iattc","JPN",-142.5,-17.5,1956,237.953,0,8713,0,491,0,6214,0,2008
"iattc","JPN",-142.5,-17.5,1957,671.245,0,23525,0,1505,0,16746,0,5274
"iattc","JPN",-142.5,-17.5,1958,319.277,0,7966,0,556,0,5077,0,2333
"iattc","JPN",-142.5,-17.5,1959,11.371,0,161,0,10,0,128,0,23
"iattc","JPN",-142.5,-17.5,1960,7.059,0,176,0,25,0,95,0,56
"iattc","JPN",-142.5,-17.5,1961,3.924,0,36,0,2,0,25,0,9
"iattc","JPN",-142.5,-17.5,1962,97.329,0,2700,0,82,0,2420,0,198
"iattc","JPN",-142.5,-17.5,1963,390.607,0,10879,0,590,0,9553,0,736
"iattc","JPN",-142.5,-17.5,1964,65.756,0,1299,0,72,0,920,0,307
"iattc","JPN",-142.5,-17.5,1965,279.879,0,8892,0,721,0,7097,0,1074
"iattc","JPN",-142.5,-17.5,1966,36.606,0,918,0,33,0,798,0,87
"iattc","JPN",-142.5,-17.5,1967,318.055,0,12524,0,569,0,11620,0,335
"iattc","TWN",-142.5,-17.5,1967,129.828,118.66,6389,19.16,403,93.46,5797,6.04,189
"iattc","JPN",-142.5,-17.5,1968,136.803,0,4410,0,262,0,3844,0,304
"iattc","TWN",-142.5,-17.5,1968,81.47,46.32,2658,3.98,84,38.21,2445,4.13,129
"iattc","JPN",-142.5,-17.5,1969,111.024,0,3017,0,207,0,2618,0,192
"iattc","TWN",-142.5,-17.5,1969,26.27,18.73,1070,1.22,26,15.61,984,1.9,60
"iattc","JPN",-142.5,-17.5,1970,3.969,0,100,0,2,0,91,0,7
"iattc","TWN",-142.5,-17.5,1970,64.165,53.47,3138,1.72,37,47.61,2971,4.14,130
"iattc","TWN",-142.5,-17.5,1971,550.033,439.67,24986,47.39,914,377.85,23622,14.43,450
"iattc","TWN",-142.5,-17.5,1972,171.007,116.71,6147,20.31,407,87.95,5476,8.45,264
"iattc","TWN",-142.5,-17.5,1973,292.786,150.24,7504,34.7,643,101.34,6417,14.2,444
"iattc","JPN",-142.5,-17.5,1974,11.728,0,108,0,18,0,63,0,27
"wcpfc","KOR",-142.5,-17.5,1974,1227.659,281.843,13993,30.853,686,176.047,10630,74.943,2677
"iattc","TWN",-142.5,-17.5,1974,483.998,215.32,11391,32.72,672,162.11,10079,20.49,640
"iattc","KOR",-142.5,-17.5,1975,2.25,0,8,0,0,0,5,0,3
"iattc","TWN",-142.5,-17.5,1975,430.487,195.21,9126,27.99,577,96.26,6333,70.96,2216
"iattc","JPN",-142.5,-17.5,1976,2.305,0,46,0,43,0,0,0,3
"iattc","KOR",-142.5,-17.5,1976,144.812,0,3109,0,202,0,2649,0,258
"iattc","TWN",-142.5,-17.5,1976,96.552,35.16,2131,0,0,33.84,2090,1.32,41
"iattc","KOR",-142.5,-17.5,1977,117.804,0,2767,0,324,0,1969,0,474
"iattc","TWN",-142.5,-17.5,1977,228.72,109.75,5661,18.56,384,72.34,4688,18.85,589
"iattc","KOR",-142.5,-17.5,1978,28.84,0,501,0,104,0,374,0,23
"iattc","TWN",-142.5,-17.5,1978,49.181,31.08,1578,5.99,120,19.51,1283,5.58,175
"iattc","KOR",-142.5,-17.5,1979,5.6,0,251,0,4,0,210,0,37
"iattc","KOR",-142.5,-17.5,1980,5.4,0,93,0,13,0,79,0,1
"wcpfc","KOR",-142.5,-17.5,1981,1594.362,416.845,23839,63.345,1597,313.836,20922,39.664,1320
"iattc","TWN",-142.5,-17.5,1981,2.116,0.83,41,0,0,0.75,38,0.08,3
"iattc","KOR",-142.5,-17.5,1982,216.916,0,2656,0,113,0,2396,0,147
"iattc","KOR",-142.5,-17.5,1983,65.615,0,846,0,62,0,691,0,93
"iattc","TWN",-142.5,-17.5,1983,96.463,31.07,1553,1.29,22,29.54,1523,0.24,8
"iattc","KOR",-142.5,-17.5,1984,81.641,0,1037,0,49,0,815,0,173
"iattc","KOR",-142.5,-17.5,1985,237.837,0,3592,0,271,0,3061,0,260
"iattc","KOR",-142.5,-17.5,1986,61.9,0,1319,0,35,0,1190,0,94
"iattc","KOR",-142.5,-17.5,1987,86.57,20.55,1091,0.86,31,18.75,1015,0.94,45
"iattc","KOR",-142.5,-17.5,1988,2.6,0.65,33,0,0,0.65,33,0,0
"iattc","KOR",-142.5,-17.5,1989,22.73,10.2,509,0.03,2,9.99,497,0.18,10
"iattc","KOR",-142.5,-17.5,1990,8.563,1.9,95,0.04,2,1.63,81,0.23,12
"iattc","KOR",-142.5,-17.5,1991,3,0.99,32,0.59,16,0,0,0.4,16
"iattc","PYF",-142.5,-17.5,1992,10.8,2.44,110,0.69,17,1.28,66,0.47,27
"iattc","PYF",-142.5,-17.5,1993,3.1,1.28,65,0,0,0.92,45,0.36,20
"iattc","PYF",-142.5,-17.5,1994,32.48,7.78,375,0.47,19,5.85,287,1.46,69
"iattc","PYF",-142.5,-17.5,1995,268.16,72.47,3368,8.68,275,55.57,2660,8.22,433
"iattc","PYF",-142.5,-17.5,1996,151.43,45.048,1986,2.538,85,37.84,1689,4.67,212
"iattc","PYF",-142.5,-17.5,1997,117.44,48.04,2271,1.84,56,39.71,1936,6.49,279
"iattc","PYF",-142.5,-17.5,1998,22.8,5.72,262,0.26,16,5.11,232,0.35,14
"iattc","KOR",-142.5,-17.5,1999,2.72,0.46,10,0.45,9,0,0,0.01,1
"iattc","PYF",-142.5,-17.5,1999,265.466,103.7,4784,4.87,176,83.23,3676,15.6,932
"iattc","KOR",-142.5,-17.5,2000,2.72,0.78,26,0.29,11,0,0,0.49,15
"iattc","PYF",-142.5,-17.5,2000,271.93,101.88,4833,6.12,215,69.76,3315,26,1303
"iattc","PYF",-142.5,-17.5,2001,115.08,39.93,1892,2.64,87,33.87,1685,3.42,120
"iattc","TWN",-142.5,-17.5,2002,33.083,26.48,504,13.61,202,0,0,12.87,302
"iattc","JPN",-142.5,-17.5,2003,39.076,0,549,0,110,0,0,0,439
"iattc","PYF",-142.5,-17.5,2003,420.45,99.2,4943,3.5,200,91.39,4526,4.31,217
"wcpfc","PYF",-142.5,-17.5,2004,1678.819,246.661,12184,18.507,798,156.345,7402,71.809,3984
"iattc","TWN",-142.5,-17.5,2004,5.9,5.82,190,4.51,144,0,0,1.31,46
"iattc","PYF",-142.5,-17.5,2005,643.09,96.35,4039,7.92,245,70.91,3133,17.52,661
"iattc","PYF",-142.5,-17.5,2006,382.31,62.18,2801,8.21,284,44.38,2203,9.59,314
"iattc","PYF",-142.5,-17.5,2007,356.696,78.18,3766,4.81,197,62.02,3031,11.35,538
"iattc","TWN",-142.5,-17.5,2007,4.4,0.61,35,0.22,9,0.39,26,0,0
"wcpfc","PYF",-142.5,-17.5,2008,1514.091,334.676,15061,25.144,945,259.357,12173,50.175,1943
"wcpfc","PYF",-142.5,-17.5,2009,2513.559,678.47,31420,54.949,2018,478.798,23560,144.723,5842
"wcpfc","PYF",-142.5,-17.5,2010,1859.111,422.388,20019,30.796,1077,345.828,16703,45.764,2239
"wcpfc","PYF",-142.5,-17.5,2011,2364.586,553.112,26077,69.244,2594,434.122,21604,49.746,1879
"iattc","CHN",-142.5,-17.5,2012,129.557,48.36,2463,14.46,407,28.25,1855,5.65,201
"wcpfc","PYF",-142.5,-17.5,2012,2052.301,573.294,26258,64.76,1997,365.087,18044,143.447,6217
"iattc","CHN",-142.5,-17.5,2013,80.724,15.46,327,1.1,26,6.25,298,8.11,3
"wcpfc","PYF",-142.5,-17.5,2013,1386.57,412.985,18638,61.252,1786,270.466,13426,81.267,3426
"iattc","CHN",-142.5,-17.5,2014,214.2,38.69,1924,2.58,49,33.47,1822,2.64,53
"wcpfc","PYF",-142.5,-17.5,2014,1647.673,403.198,19492,47.939,1343,282.516,14670,72.743,3479
"iattc","CHN",-142.5,-17.5,2015,43.521,14.3,591,6.97,199,1.99,178,5.34,214
"wcpfc","PYF",-142.5,-17.5,2015,1718.439,477.625,25199,44.779,1716,337.194,18074,95.652,5409
"iattc","PYF",-142.5,-17.5,2016,1184.289,309.77,14560,28.41,844,229.64,11472,51.72,2244
"iattc","CHN",-142.5,-17.5,2017,127.6,31.96,1522,6.51,260,23.24,1176,2.21,86
"iattc","PYF",-142.5,-17.5,2017,1018.608,224.29,10993,25.64,879,134.87,6481,63.78,3633
"iattc","CHN",-142.5,-17.5,2018,13.107,2.66,144,0.21,9,1.98,116,0.47,19
"iattc","PYF",-142.5,-17.5,2018,856.998,259.61,11529,34.42,1193,154.14,7552,71.05,2784
"iattc","CHN",-142.5,-17.5,2019,37.427,5.028,300,0.36,18,4.08,258,0.588,24
"iattc","PYF",-142.5,-17.5,2019,868.281,262.29,11387,22.76,769,180.43,8566,59.1,2052
"iattc","PYF",-142.5,-17.5,2020,780.399,218.97,9881,22.81,791,143.96,6607,52.2,2483
"iattc","PYF",-142.5,-17.5,2021,1317.55,454.23,20569,50.65,1840,336.99,16164,66.59,2565
"iattc","PYF",-142.5,-17.5,2022,1184.879,398.41,18755,47.54,1591,295.34,15271,55.53,1893
"iattc","PYF",-142.5,-17.5,2023,632.275,212.72,10381,25.79,949,153.75,7972,33.18,1460
"iattc","PYF",-142.5,-17.5,2024,448.615,173.64,8002,17.28,670,117.96,5913,38.4,1419
"iattc","JPN",-137.5,-17.5,1955,2.184,0,48,0,11,0,36,0,1
"iattc","JPN",-137.5,-17.5,1956,51.451,0,2534,0,147,0,1552,0,835
"iattc","JPN",-137.5,-17.5,1957,141.84,0,5100,0,437,0,3198,0,1465
"iattc","JPN",-137.5,-17.5,1958,255.211,0,8290,0,895,0,4395,0,3000
"iattc","JPN",-137.5,-17.5,1959,40.581,0,1630,0,81,0,1427,0,122
"iattc","JPN",-137.5,-17.5,1960,10.154,0,137,0,19,0,82,0,36
"iattc","JPN",-137.5,-17.5,1961,12.488,0,261,0,4,0,178,0,79
"iattc","JPN",-137.5,-17.5,1962,384.593,0,21931,0,872,0,20318,0,741
"wcpfc","JPN",-137.5,-17.5,1963,1269.143,1018.095,57091,95.431,2302,856.615,52687,66.049,2102
"iattc","JPN",-137.5,-17.5,1964,160.649,0,6301,0,361,0,5518,0,422
"iattc","JPN",-137.5,-17.5,1965,320.098,0,16323,0,430,0,15283,0,610
"iattc","JPN",-137.5,-17.5,1966,69.544,0,2496,0,63,0,2343,0,90
"iattc","TWN",-137.5,-17.5,1966,2.544,0.86,50,0.09,2,0.77,48,0,0
"iattc","JPN",-137.5,-17.5,1967,72.832,0,2049,0,198,0,1819,0,32
"iattc","TWN",-137.5,-17.5,1967,334.235,359,20497,32.43,682,311.51,19345,15.06,470
"iattc","JPN",-137.5,-17.5,1968,104.829,0,2982,0,164,0,2591,0,227
"iattc","TWN",-137.5,-17.5,1968,350.155,279.27,16040,27.84,586,229.37,14765,22.06,689
"iattc","JPN",-137.5,-17.5,1969,68.445,0,2361,0,136,0,2162,0,63
"iattc","TWN",-137.5,-17.5,1969,135.198,105.7,6080,8.56,180,90.7,5698,6.44,202
"iattc","JPN",-137.5,-17.5,1970,107.732,0,3354,0,131,0,3125,0,98
"iattc","TWN",-137.5,-17.5,1970,158.824,124.64,7243,11.04,233,107.08,6805,6.52,205
"iattc","TWN",-137.5,-17.5,1971,351.545,252.25,13543,37.72,727,190.31,12058,24.22,758
"iattc","JPN",-137.5,-17.5,1972,2.768,0,16,0,12,0,4,0,0
"iattc","TWN",-137.5,-17.5,1972,534.145,441.57,25090,41.15,826,378.33,23574,22.09,690
"iattc","TWN",-137.5,-17.5,1973,831.418,462.45,24087,105.58,1954,332.78,21382,24.09,751
"iattc","JPN",-137.5,-17.5,1974,20.083,0,159,0,68,0,31,0,60
"iattc","TWN",-137.5,-17.5,1974,1044.788,474.72,26588,55.34,1138,397.33,24762,22.05,688
"iattc","TWN",-137.5,-17.5,1975,712.381,282.56,15110,62.29,1284,203.78,13311,16.49,515
"iattc","JPN",-137.5,-17.5,1976,11.185,0,75,0,17,0,43,0,15
"iattc","KOR",-137.5,-17.5,1976,201.272,0,4586,0,475,0,3823,0,288
"iattc","TWN",-137.5,-17.5,1976,441.879,280.98,15091,32.97,697,217.98,13456,30.03,938
"iattc","KOR",-137.5,-17.5,1977,419.706,0,9513,0,1292,0,7407,0,814
"iattc","TWN",-137.5,-17.5,1977,973.278,490.88,27398,52.85,1090,376.18,24375,61.85,1933
"iattc","KOR",-137.5,-17.5,1978,130.813,0,29063,0,6102,0,22539,0,422
"iattc","TWN",-137.5,-17.5,1978,246.129,91.6,5266,13.64,278,75.03,4897,2.93,91
"iattc","JPN",-137.5,-17.5,1979,9.03,0,145,0,55,0,68,0,22
"iattc","KOR",-137.5,-17.5,1979,7.305,0,26,0,10,0,16,0,0
"iattc","KOR",-137.5,-17.5,1980,19.98,0,318,0,19,0,202,0,97
"wcpfc","KOR",-137.5,-17.5,1981,1355.92,347.688,19720,49.785,1255,256.213,17079,41.69,1386
"iattc","TWN",-137.5,-17.5,1981,50.358,20.44,1090,0.96,23,18.45,1034,1.03,33
"iattc","KOR",-137.5,-17.5,1982,139.955,0,2085,0,189,0,1688,0,208
"iattc","TWN",-137.5,-17.5,1982,35.15,11.59,545,0.27,5,11.28,539,0.04,1
"iattc","KOR",-137.5,-17.5,1983,96.45,0,1727,0,141,0,1423,0,163
"iattc","TWN",-137.5,-17.5,1983,2.94,0.64,31,0,0,0.64,31,0,0
"iattc","KOR",-137.5,-17.5,1984,72.922,0,965,0,90,0,808,0,67
"iattc","TWN",-137.5,-17.5,1984,8.796,1.81,97,0.26,4,1.55,93,0,0
"iattc","KOR",-137.5,-17.5,1985,211.691,0,3465,0,237,0,2983,0,245
"iattc","TWN",-137.5,-17.5,1985,32.552,13.97,736,0.43,10,12.93,710,0.61,16
"iattc","KOR",-137.5,-17.5,1986,150.996,0,2683,0,60,0,2514,0,109
"iattc","TWN",-137.5,-17.5,1986,14.534,3.65,224,0,0,3.16,208,0.49,16
"iattc","KOR",-137.5,-17.5,1987,138.04,38.11,2191,1.69,61,34.91,2071,1.51,59
"iattc","TWN",-137.5,-17.5,1987,13.044,4.39,204,0.57,11,3.82,193,0,0
"iattc","KOR",-137.5,-17.5,1988,144.682,49.75,2573,0.88,34,47.9,2503,0.97,36
"iattc","KOR",-137.5,-17.5,1989,2.7,1.22,56,0.12,1,1.1,55,0,0
"iattc","TWN",-137.5,-17.5,1992,20.353,8.68,726,0,0,8.68,726,0,0
"iattc","PYF",-137.5,-17.5,1994,2.2,0.81,40,0,0,0.8,39,0.01,1
"iattc","PYF",-137.5,-17.5,1995,2.775,0.52,24,0.02,1,0.34,16,0.16,7
"iattc","PYF",-137.5,-17.5,1997,4.5,1.69,79,0.62,29,0.98,47,0.09,3
"iattc","PYF",-137.5,-17.5,1998,8,2.24,92,0.03,1,1.68,81,0.53,10
"iattc","KOR",-137.5,-17.5,1999,2.4,0.58,18,0.48,14,0,0,0.1,4
"iattc","PYF",-137.5,-17.5,1999,13.47,6.69,281,1.45,35,4.66,203,0.58,43
"iattc","PYF",-137.5,-17.5,2000,64.3,25.04,1338,0.71,32,14.87,712,9.46,594
"iattc","JPN",-137.5,-17.5,2001,4.255,0,160,0,29,0,124,0,7
"iattc","PYF",-137.5,-17.5,2001,2.4,1.05,39,0.19,6,0.37,18,0.49,15
"iattc","TWN",-137.5,-17.5,2002,59.462,213.34,5289,159.41,3299,15.43,857,38.5,1133
"iattc","PYF",-137.5,-17.5,2003,28.12,4.79,255,0.22,35,4.07,196,0.5,24
"iattc","TWN",-137.5,-17.5,2003,68.073,24.8,951,13.51,424,7.67,429,3.62,98
"iattc","CHN",-137.5,-17.5,2004,84.084,13.99,0,1.48,0,12.12,0,0.39,0
"iattc","PYF",-137.5,-17.5,2004,581.61,101.27,4879,13.18,563,72.2,3399,15.89,917
"iattc","TWN",-137.5,-17.5,2004,2.4,0.18,6,0.18,6,0,0,0,0
"iattc","PYF",-137.5,-17.5,2005,221.95,29.46,1308,3.48,126,22.6,1062,3.38,120
"iattc","PYF",-137.5,-17.5,2006,50.93,8.28,447,0.11,5,7.83,432,0.34,10
"iattc","PYF",-137.5,-17.5,2007,32,5.41,254,0.09,4,4.83,205,0.49,45
"iattc","TWN",-137.5,-17.5,2007,3.8,0.46,24,0.05,2,0.41,22,0,0
"iattc","PYF",-137.5,-17.5,2008,132.33,37.29,1694,4.37,151,24.05,1108,8.87,435
"iattc","VUT",-137.5,-17.5,2008,24,4.53,281,0.57,21,3.67,248,0.29,12
"iattc","PYF",-137.5,-17.5,2009,196.057,49.78,2312,4.29,150,37.5,1827,7.99,335
"iattc","PYF",-137.5,-17.5,2010,77.56,25.02,1007,1.66,40,23.11,958,0.25,9
"iattc","VUT",-137.5,-17.5,2010,4,0.71,32,0,0,0.71,32,0,0
"iattc","JPN",-137.5,-17.5,2011,3.36,0,40,0,14,0,25,0,1
"iattc","PYF",-137.5,-17.5,2011,116.115,21.74,996,2.3,67,18.92,909,0.52,20
"iattc","TWN",-137.5,-17.5,2011,3.06,0.9,26,0.13,3,0.15,9,0.62,14
"iattc","CHN",-137.5,-17.5,2012,70.994,27.54,1401,8.72,287,16.24,1019,2.58,95
"iattc","PYF",-137.5,-17.5,2012,113.924,59.88,2809,7.15,222,47.24,2440,5.49,147
"iattc","CHN",-137.5,-17.5,2013,522.644,236.88,10782,40.9,1249,186.31,9231,9.67,302
"iattc","PYF",-137.5,-17.5,2013,19.226,8.3,346,1.31,37,6.93,307,0.06,2
"iattc","TWN",-137.5,-17.5,2013,32.16,18.99,912,1.28,36,16.58,839,1.13,37
"iattc","CHN",-137.5,-17.5,2014,490.546,144.26,7488,6.49,185,121.29,6716,16.48,587
"iattc","PYF",-137.5,-17.5,2014,162.491,50.42,2373,8.13,257,33.27,1692,9.02,424
"iattc","CHN",-137.5,-17.5,2015,52.869,17.33,661,8.49,242,2.27,156,6.57,263
"iattc","PYF",-137.5,-17.5,2015,125.313,39.27,1896,4.82,140,32.65,1651,1.8,105
"iattc","CHN",-137.5,-17.5,2016,47.3,19.44,988,1.52,59,16.13,860,1.79,69
"iattc","PYF",-137.5,-17.5,2016,116.341,28.53,1316,3.07,93,20.53,1000,4.93,223
"iattc","CHN",-137.5,-17.5,2017,463.15,102.56,5094,23.26,930,72.76,3937,6.54,227
"iattc","PYF",-137.5,-17.5,2017,70.892,13.79,672,1.68,71,9.91,484,2.2,117
"iattc","CHN",-137.5,-17.5,2018,23.82,8.96,466,1,50,6.76,369,1.2,47
"iattc","PYF",-137.5,-17.5,2018,55.478,15.57,782,2.48,75,11.21,598,1.88,109
"iattc","CHN",-137.5,-17.5,2019,53.078,5.98,322,0.59,30,4.37,246,1.02,46
"iattc","PYF",-137.5,-17.5,2019,140.131,66.47,2806,15.82,524,36.57,1870,14.08,412
"iattc","PYF",-137.5,-17.5,2020,87.341,30.62,1458,3.55,142,22.64,1157,4.43,159
"iattc","TWN",-137.5,-17.5,2020,7,1.3,67,0.24,9,1.05,57,0.01,1
"iattc","PYF",-137.5,-17.5,2021,44.739,10.36,455,2.02,57,7.09,354,1.25,44
"iattc","TWN",-137.5,-17.5,2021,3.8,0.54,32,0.11,6,0.43,26,0,0
"iattc","PYF",-137.5,-17.5,2022,43.597,13.76,683,1.01,43,11.12,582,1.63,58
"iattc","TWN",-137.5,-17.5,2022,8.14,1.03,46,0.34,13,0.44,26,0.25,7
"iattc","CHN",-137.5,-17.5,2023,7.2,9.1,532,0.58,25,8.35,500,0.17,7
"iattc","PYF",-137.5,-17.5,2023,100.627,38.86,2061,4.7,158,29.13,1600,5.03,303
"iattc","CHN",-137.5,-17.5,2024,5.6,2.29,126,0.25,11,1.88,101,0.16,14
"iattc","PYF",-137.5,-17.5,2024,144.031,72.71,3421,6.96,248,53.93,2761,11.82,412
"iattc","JPN",-132.5,-17.5,1958,83.652,0,2565,0,533,0,1702,0,330
"iattc","JPN",-132.5,-17.5,1959,28.95,0,986,0,100,0,605,0,281
"iattc","JPN",-132.5,-17.5,1960,3.566,0,105,0,11,0,81,0,13
"iattc","JPN",-132.5,-17.5,1961,4.311,0,109,0,14,0,68,0,27
"iattc","JPN",-132.5,-17.5,1962,875.792,0,50825,0,2165,0,46842,0,1818
"wcpfc","JPN",-132.5,-17.5,1963,1328.835,1088.898,60245,137.135,3308,897.78,55219,53.983,1718
"iattc","JPN",-132.5,-17.5,1964,268.453,0,10809,0,793,0,9541,0,475
