"rfmo","flag","lon","lat","year","effort_t_hooks","catch_tot_mt","catch_tot_n","catch_bet_mt","catch_bet_n","catch_alb_mt","catch_alb_n","catch_yft_mt","catch_yft_n"
"iccat","USA",-79.5,25.5,1998,109580,0,175,0,13,0,0,0,162
"iccat","USA",-79.5,25.5,1999,81108,0,132,0,16,0,2,0,114
"iccat","USA",-79.5,25.5,2000,44925,0,144,0,4,0,4,0,136
"iccat","USA",-79.5,25.5,2001,19055,0,43,0,9,0,0,0,34
"iccat","USA",-79.5,25.5,2002,800,0,6,0,0,0,0,0,6
"iccat","USA",-79.5,25.5,2003,16850,0,141,0,10,0,2,0,129
"iccat","USA",-79.5,25.5,2004,3750,0,17,0,2,0,1,0,14
"iccat","USA",-79.5,25.5,2005,35635,0,257,0,24,0,0,0,233
"iccat","USA",-79.5,25.5,2006,15200,0,114,0,7,0,0,0,107
"iccat","USA",-79.5,25.5,2007,29430,0,116,0,3,0,1,0,112
"iccat","USA",-79.5,25.5,2008,20140,0,150,0,0,0,0,0,150
"iccat","USA",-79.5,25.5,2009,33990,0,186,0,0,0,0,0,186
"iccat","USA",-79.5,25.5,2010,23780,0,34,0,3,0,0,0,31
"iccat","USA",-79.5,25.5,2011,8990,0,36,0,1,0,0,0,35
"iccat","USA",-79.5,25.5,2012,55136,0,435,0,3,0,2,0,430
"iccat","USA",-79.5,25.5,2013,28530,0,17,0,1,0,0,0,16
"iccat","USA",-79.5,25.5,2014,8369,0,49,0,4,0,0,0,45
"iccat","USA",-79.5,25.5,2015,25573,0,237,0,13,0,0,0,224
"iccat","USA",-79.5,25.5,2016,27990,0,525,0,17,0,2,0,506
"iccat","USA",-79.5,25.5,2017,46641,0,315,0,10,0,4,0,301
"iccat","USA",-79.5,25.5,2018,32187,0,259,0,23,0,0,0,236
"iccat","USA",-79.5,25.5,2019,4205,0,4,0,1,0,0,0,3
"iccat","USA",-79.5,25.5,2021,10770,0,27,0,4,0,0,0,23
"iccat","USA",-79.5,25.5,2024,15053,0,4,0,0,0,0,0,4
"iccat","JPN",-74.5,25.5,1963,29744,0,1590,0,22,0,1322,0,246
"iccat","JPN",-74.5,25.5,1964,357610,0,9977,0,78,0,8174,0,1725
"iccat","JPN",-74.5,25.5,1965,521562,0,8015,0,86,0,7551,0,378
"iccat","JPN",-74.5,25.5,1966,512828,0,3584,0,141,0,2784,0,659
"iccat","JPN",-74.5,25.5,1967,214496,0,2670,0,88,0,2062,0,520
"iccat","JPN",-74.5,25.5,1968,26216,0,65,0,3,0,56,0,6
"iccat","JPN",-74.5,25.5,1969,141275,0,3273,0,67,0,2010,0,1196
"iccat","JPN",-74.5,25.5,1970,7540,0,128,0,6,0,108,0,14
"iccat","TAI",-74.5,25.5,1970,37898,13.1,379,0,0,3.2,193,9.9,186
"iccat","JPN",-74.5,25.5,1971,210017,0,3396,0,107,0,1435,0,1854
"iccat","JPN",-74.5,25.5,1972,35732,0,583,0,43,0,243,0,297
"iccat","JPN",-74.5,25.5,1973,3370,0,49,0,0,0,16,0,33
"iccat","JPN",-74.5,25.5,1974,20173,0,628,0,0,0,63,0,565
"iccat","KOR",-74.5,25.5,1974,14988,11.5,0,0.7,0,1,0,9.8,0
"iccat","TAI",-74.5,25.5,1974,843100,345.8,14626,9.6,267,148,9412,188.2,4947
"iccat","CUB",-74.5,25.5,1975,134244,0,1935,0,76,0,618,0,1241
"iccat","JPN",-74.5,25.5,1975,136844,0,2287,0,146,0,343,0,1798
"iccat","JPN",-74.5,25.5,1976,79600,0,1460,0,65,0,113,0,1282
"iccat","TAI",-74.5,25.5,1976,499102,91.1,5896,0.8,26,72,5413,18.3,457
"iccat","JPN",-74.5,25.5,1977,1862,0,25,0,0,0,21,0,4
"iccat","KOR",-74.5,25.5,1977,50000,24.2,0,0.8,0,5.8,0,17.6,0
"iccat","JPN",-74.5,25.5,1978,10973,0,63,0,0,0,0,0,63
"iccat","TAI",-74.5,25.5,1978,197222,34,2393,0.3,7,32.4,2350,1.3,36
"iccat","JPN",-74.5,25.5,1979,12185,0,83,0,6,0,14,0,63
"iccat","JPN",-74.5,25.5,1980,32182,0,819,0,61,0,49,0,709
"iccat","JPN",-74.5,25.5,1981,38337,0,231,0,15,0,89,0,127
"iccat","JPN",-74.5,25.5,1984,2856,0,21,0,1,0,10,0,10
"iccat","JPN",-74.5,25.5,1985,24534,0,109,0,9,0,16,0,84
"iccat","KOR",-74.5,25.5,1985,2880,0.8,0,0,0,0.7,0,0.1,0
"iccat","TAI",-74.5,25.5,1986,33254,4.2,216,0.1,5,3.9,199,0.2,12
"iccat","USA",-74.5,25.5,1986,19316,0,219,0,194,0,10,0,15
"iccat","JPN",-74.5,25.5,1987,5000,0,14,0,0,0,0,0,14
"iccat","USA",-74.5,25.5,1987,660988,0,5088,0,3012,0,481,0,1595
"iccat","USA",-74.5,25.5,1988,696385,0,3560,0,1826,0,405,0,1329
"iccat","USA",-74.5,25.5,1989,862867,0,7191,0,4408,0,295,0,2488
"iccat","USA",-74.5,25.5,1990,686503,0,3920,0,2478,0,351,0,1091
"iccat","JPN",-74.5,25.5,1991,26400,0,435,0,21,0,104,0,310
"iccat","USA",-74.5,25.5,1991,612881,0,2918,0,1698,0,352,0,868
"iccat","USA",-74.5,25.5,1992,526254,0,3005,0,2103,0,118,0,784
"iccat","USA",-74.5,25.5,1993,429494,0,1332,0,687,0,149,0,496
"iccat","USA",-74.5,25.5,1994,430783,0,2487,0,1611,0,282,0,594
"iccat","USA",-74.5,25.5,1995,397116,0,2225,0,1183,0,263,0,779
"iccat","USA",-74.5,25.5,1996,402423,0,2085,0,1259,0,187,0,639
"iccat","USA",-74.5,25.5,1997,557702,0,5285,0,2812,0,665,0,1808
"iccat","USA",-74.5,25.5,1998,500015,0,4103,0,2688,0,529,0,886
"iccat","USA",-74.5,25.5,1999,576618,0,4437,0,2556,0,496,0,1385
"iccat","JPN",-74.5,25.5,2000,2707,0,5,0,1,0,0,0,4
"iccat","USA",-74.5,25.5,2000,629006,0,5276,0,3205,0,603,0,1468
"iccat","USA",-74.5,25.5,2001,446460,0,6434,0,4167,0,873,0,1394
"iccat","JPN",-74.5,25.5,2002,13233,0,164,0,161,0,3,0,0
"iccat","USA",-74.5,25.5,2002,478351,0,5718,0,3254,0,937,0,1527
"iccat","JPN",-74.5,25.5,2003,14080,0,162,0,153,0,0,0,9
"iccat","USA",-74.5,25.5,2003,466908,0,5264,0,2424,0,1251,0,1589
"iccat","JPN",-74.5,25.5,2004,3363,0,6,0,2,0,0,0,4
"iccat","USA",-74.5,25.5,2004,236504,0,3202,0,1452,0,416,0,1334
"iccat","USA",-74.5,25.5,2005,308191,0,3649,0,1728,0,700,0,1221
"iccat","JPN",-74.5,25.5,2006,13730,0,37,0,13,0,11,0,13
"iccat","USA",-74.5,25.5,2006,265731,0,4331,0,2628,0,220,0,1483
"iccat","JPN",-74.5,25.5,2007,21451,0,73,0,8,0,45,0,20
"iccat","USA",-74.5,25.5,2007,327241,0,5016,0,3009,0,464,0,1543
"iccat","JPN",-74.5,25.5,2008,60563,0,95,0,12,0,60,0,23
"iccat","USA",-74.5,25.5,2008,634549,0,6113,0,4178,0,633,0,1302
"iccat","USA",-74.5,25.5,2009,732465,0,8637,0,4641,0,928,0,3068
"iccat","USA",-74.5,25.5,2010,1020826,0,9975,0,5505,0,1772,0,2698
"iccat","JPN",-74.5,25.5,2011,17829,0,457,0,13,0,374,0,70
"iccat","USA",-74.5,25.5,2011,962742,0,9536,0,6192,0,1742,0,1602
"iccat","USA",-74.5,25.5,2012,1079582,0,9316,0,4825,0,1599,0,2892
"iccat","USA",-74.5,25.5,2013,904043,0,10959,0,5511,0,1572,0,3876
"iccat","USA",-74.5,25.5,2014,876217,0,9854,0,4643,0,2024,0,3187
"iccat","USA",-74.5,25.5,2015,576646,0,5778,0,2695,0,1340,0,1743
"iccat","USA",-74.5,25.5,2016,637222,0,3781,0,1713,0,746,0,1322
"iccat","VCT",-74.5,25.5,2016,400,0.039,0,0,0,0.039,0,0,0
"iccat","USA",-74.5,25.5,2017,358640,0,4201,0,1934,0,997,0,1270
"iccat","TAI",-74.5,25.5,2018,2885,2.61,0,0.125,0,2.485,0,0,0
"iccat","USA",-74.5,25.5,2018,617703,0,2331,0,1151,0,357,0,823
"iccat","USA",-74.5,25.5,2019,319378,0,4538,0,1440,0,1821,0,1277
"iccat","USA",-74.5,25.5,2020,148459,0,2308,0,964,0,792,0,552
"iccat","USA",-74.5,25.5,2021,136325,0,2140,0,221,0,710,0,1209
"iccat","USA",-74.5,25.5,2022,198538,0,2443,0,780,0,528,0,1135
"iccat","USA",-74.5,25.5,2023,115871,0,1681,0,262,0,798,0,621
"iccat","USA",-74.5,25.5,2024,60151,0,288,0,35,0,86,0,167
"iccat","JPN",-69.5,25.5,1962,10242,0,536,0,0,0,481,0,55
"iccat","JPN",-69.5,25.5,1963,782985,0,41803,0,125,0,38484,0,3194
"iccat","JPN",-69.5,25.5,1964,452242,0,22497,0,12,0,21659,0,826
"iccat","JPN",-69.5,25.5,1965,526688,0,14610,0,43,0,14218,0,349
"iccat","JPN",-69.5,25.5,1966,252008,0,8061,0,44,0,7801,0,216
"iccat","JPN",-69.5,25.5,1967,172418,0,9157,0,50,0,7847,0,1260
"iccat","JPN",-69.5,25.5,1968,32332,0,1464,0,19,0,1380,0,65
"iccat","JPN",-69.5,25.5,1969,78461,0,2601,0,11,0,2106,0,484
"iccat","JPN",-69.5,25.5,1970,159329,0,6942,0,148,0,6344,0,450
"iccat","TAI",-69.5,25.5,1970,167206,59.5,2849,0.8,16,42.3,2524,16.4,309
"iccat","JPN",-69.5,25.5,1971,21643,0,283,0,3,0,256,0,24
"iccat","TAI",-69.5,25.5,1971,126724,76.4,3658,1.1,22,48.6,3107,26.7,529
"iccat","TAI",-69.5,25.5,1973,788370,231,12395,3.4,90,156.2,10474,71.4,1831
"iccat","JPN",-69.5,25.5,1974,5229,0,106,0,32,0,68,0,6
"iccat","TAI",-69.5,25.5,1974,716028,184.4,10367,3.3,91,147.9,9404,33.2,872
"iccat","CUB",-69.5,25.5,1975,12680,0,144,0,0,0,89,0,55
"iccat","JPN",-69.5,25.5,1975,21001,0,184,0,12,0,102,0,70
"iccat","KOR",-69.5,25.5,1975,32960,22.3,0,1.8,0,10.6,0,9.9,0
"iccat","TAI",-69.5,25.5,1975,13996,2.3,129,0.6,15,1.6,110,0.1,4
"iccat","TAI",-69.5,25.5,1976,454352,37,2512,0.5,16,31.5,2371,5,125
"iccat","KOR",-69.5,25.5,1977,82790,30.4,0,1.2,0,18,0,11.2,0
"iccat","TAI",-69.5,25.5,1977,76304,15.3,1027,0.1,1,15.1,1023,0.1,3
"iccat","TAI",-69.5,25.5,1978,18406,1.1,80,0,0,1.1,80,0,0
"iccat","JPN",-69.5,25.5,1979,2451,0,14,0,3,0,8,0,3
"iccat","KOR",-69.5,25.5,1979,38780,11.7,0,0.4,0,8.2,0,3.1,0
"iccat","TAI",-69.5,25.5,1979,336400,34,2344,0,0,32.2,2296,1.8,48
"iccat","KOR",-69.5,25.5,1982,76409,30.9,0,3.9,0,13.9,0,13.1,0
"iccat","TAI",-69.5,25.5,1982,32766,5.3,257,0,0,5.3,256,0,1
"iccat","TAI",-69.5,25.5,1983,37296,7.1,414,0,1,6.7,396,0.4,17
"iccat","JPN",-69.5,25.5,1984,24072,0,533,0,91,0,201,0,241
"iccat","KOR",-69.5,25.5,1985,2880,0.5,0,0,0,0.4,0,0.1,0
"iccat","TAI",-69.5,25.5,1985,21864,2.6,163,0,0,2.6,163,0,0
"iccat","JPN",-69.5,25.5,1986,26820,0,292,0,26,0,0,0,266
"iccat","KOR",-69.5,25.5,1986,2800,0.7,0,0.1,0,0.5,0,0.1,0
"iccat","TAI",-69.5,25.5,1986,870342,134.9,6289,2.8,89,121.5,5815,10.6,385
"iccat","JPN",-69.5,25.5,1987,56730,0,372,0,232,0,15,0,125
"iccat","TAI",-69.5,25.5,1987,893826,94.8,4999,6,185,87.4,4766,1.4,48
"iccat","USA",-69.5,25.5,1987,930,0,21,0,17,0,1,0,3
"iccat","USA",-69.5,25.5,1988,600,0,9,0,6,0,0,0,3
"iccat","USA",-69.5,25.5,1989,17653,0,178,0,28,0,7,0,143
"iccat","USA",-69.5,25.5,1990,1400,0,122,0,0,0,0,0,122
"iccat","USA",-69.5,25.5,1991,2600,0,29,0,22,0,6,0,1
"iccat","USA",-69.5,25.5,1992,33665,0,316,0,94,0,156,0,66
"iccat","USA",-69.5,25.5,1993,37839,0,477,0,203,0,225,0,49
"iccat","USA",-69.5,25.5,1994,38130,0,364,0,121,0,217,0,26
"iccat","USA",-69.5,25.5,1995,26105,0,394,0,120,0,231,0,43
"iccat","JPN",-69.5,25.5,1996,46641,0,504,0,316,0,51,0,137
"iccat","USA",-69.5,25.5,1996,18310,0,216,0,117,0,88,0,11
"iccat","TAI",-69.5,25.5,1997,5172,6.171,0,0,0,5.723,0,0.448,0
"iccat","USA",-69.5,25.5,1997,12525,0,105,0,27,0,72,0,6
"iccat","USA",-69.5,25.5,1998,39905,0,857,0,351,0,490,0,16
"iccat","TAI",-69.5,25.5,1999,223085,84.036,0,0.987,0,78.083,0,4.966,0
"iccat","USA",-69.5,25.5,1999,500,0,10,0,0,0,0,0,10
"iccat","JPN",-69.5,25.5,2000,78641,0,514,0,261,0,112,0,141
"iccat","TAI",-69.5,25.5,2000,165753,56.133,0,0.336,0,54.221,0,1.576,0
"iccat","USA",-69.5,25.5,2000,3000,0,70,0,26,0,43,0,1
"iccat","TAI",-69.5,25.5,2001,330782,79.222,0,2.4,0,71.685,0,5.137,0
"iccat","USA",-69.5,25.5,2001,3600,0,27,0,17,0,5,0,5
"iccat","JPN",-69.5,25.5,2002,469589,0,4774,0,1469,0,1524,0,1781
"iccat","TAI",-69.5,25.5,2002,118266,34.9,0,0.778,0,33.911,0,0.211,0
"iccat","USA",-69.5,25.5,2002,8680,0,80,0,43,0,32,0,5
"iccat","JPN",-69.5,25.5,2003,2575920,0,23776,0,13789,0,6077,0,3910
"iccat","USA",-69.5,25.5,2003,6180,0,64,0,5,0,55,0,4
"iccat","JPN",-69.5,25.5,2004,674092,0,5425,0,2736,0,1684,0,1005
"iccat","TAI",-69.5,25.5,2004,7195,2.195,0,0.239,0,1.956,0,0,0
"iccat","USA",-69.5,25.5,2004,9115,0,48,0,7,0,33,0,8
"iccat","JPN",-69.5,25.5,2005,2150310,0,19068,0,5864,0,10698,0,2506
"iccat","USA",-69.5,25.5,2005,9126,0,101,0,26,0,64,0,11
"iccat","JPN",-69.5,25.5,2006,1006850,0,4665,0,1099,0,3148,0,418
"iccat","TAI",-69.5,25.5,2006,58100,26.992,0,0.334,0,21.832,0,4.826,0
"iccat","USA",-69.5,25.5,2006,21951,0,147,0,80,0,59,0,8
"iccat","JPN",-69.5,25.5,2007,254641,0,1265,0,220,0,845,0,200
"iccat","USA",-69.5,25.5,2007,600,0,4,0,0,0,0,0,4
"iccat","JPN",-69.5,25.5,2008,966921,0,4238,0,688,0,3086,0,464
"iccat","USA",-69.5,25.5,2008,12661,0,97,0,34,0,60,0,3
"iccat","JPN",-69.5,25.5,2009,417657,0,2845,0,474,0,2134,0,237
"iccat","USA",-69.5,25.5,2009,127953,0,1138,0,412,0,684,0,42
"iccat","JPN",-69.5,25.5,2010,667976,0,5436,0,612,0,4456,0,368
"iccat","USA",-69.5,25.5,2010,96106,0,831,0,358,0,448,0,25
"iccat","VCT",-69.5,25.5,2010,4000,4.989,0,1.84,0,0.372,0,2.777,0
"iccat","VUT",-69.5,25.5,2010,83600,8.622,0,0.841,0,4.645,0,3.136,0
"iccat","JPN",-69.5,25.5,2011,129960,0,2842,0,53,0,2299,0,490
"iccat","TAI",-69.5,25.5,2011,52800,15.635,0,0.088,0,15.315,0,0.232,0
"iccat","USA",-69.5,25.5,2011,209209,0,2345,0,627,0,1552,0,166
"iccat","VCT",-69.5,25.5,2011,0,2.408,0,0,0,1.817,0,0.591,0
"iccat","VUT",-69.5,25.5,2011,56800,2.71008,110,0.21244,5,1.788,87,0.70964,18
"iccat","USA",-69.5,25.5,2012,254321,0,2727,0,1032,0,1472,0,223
"iccat","VCT",-69.5,25.5,2012,10100,4.035,0,0.106,0,2.758,0,1.171,0
"iccat","VUT",-69.5,25.5,2012,21000,0.9013,37,0,0,0.5951,29,0.3062,8
"iccat","TAI",-69.5,25.5,2013,3200,2.996,0,0.814,0,0.402,0,1.78,0
"iccat","USA",-69.5,25.5,2013,388457,0,4088,0,1528,0,2185,0,375
"iccat","VCT",-69.5,25.5,2013,2000,0.175,0,0.069,0,0.106,0,0,0
"iccat","VUT",-69.5,25.5,2013,5100,0.998,0,0.049,0,0.578,0,0.371,0
"iccat","USA",-69.5,25.5,2014,345893,0,5174,0,1616,0,3370,0,188
"iccat","VCT",-69.5,25.5,2014,2000,0.256,0,0.136,0,0.12,0,0,0
"iccat","VUT",-69.5,25.5,2014,2040,0.131,7,0,0,0.131,7,0,0
"iccat","USA",-69.5,25.5,2015,376698,0,5113,0,1460,0,3125,0,528
"iccat","VCT",-69.5,25.5,2015,3200,5,0,0,0,5,0,0,0
"iccat","USA",-69.5,25.5,2016,317715,0,4604,0,1019,0,3359,0,226
"iccat","VCT",-69.5,25.5,2016,2500,2.603,0,0,0,2.603,0,0,0
"iccat","TAI",-69.5,25.5,2017,54674,15.728,0,0,0,15.728,0,0,0
"iccat","USA",-69.5,25.5,2017,192677,0,2498,0,733,0,1394,0,371
"iccat","VCT",-69.5,25.5,2017,1600,3.046,0,0.947,0,1.315,0,0.784,0
"iccat","TAI",-69.5,25.5,2018,53660,42.998,0,0.646,0,41.411,0,0.941,0
"iccat","USA",-69.5,25.5,2018,135890,0,1563,0,583,0,836,0,144
"iccat","VCT",-69.5,25.5,2018,4400,2.636,0,0.933,0,0.786,0,0.917,0
"iccat","TAI",-69.5,25.5,2019,169200,73.741,0,0.323,0,73.122,0,0.296,0
"iccat","USA",-69.5,25.5,2019,63010,0,734,0,277,0,372,0,85
"iccat","VCT",-69.5,25.5,2019,4800,1.089,0,0.174,0,0.253,0,0.662,0
"iccat","TAI",-69.5,25.5,2020,130810,115.871,0,0,0,115.871,0,0,0
"iccat","USA",-69.5,25.5,2020,129213,0,2699,0,412,0,2111,0,176
"iccat","VCT",-69.5,25.5,2020,4800,14.012,0,2.993,0,6.91,0,4.109,0
"iccat","TAI",-69.5,25.5,2021,123100,132.852,0,2.749,0,121.117,0,8.986,0
"iccat","USA",-69.5,25.5,2021,166950,0,2256,0,432,0,1630,0,194
"iccat","TAI",-69.5,25.5,2022,3200,2.308,0,0.139,0,2.1,0,0.069,0
"iccat","USA",-69.5,25.5,2022,23648,0,338,0,64,0,235,0,39
"iccat","TAI",-69.5,25.5,2023,134720,120.517,0,3.764,0,112.675,0,4.078,0
"iccat","USA",-69.5,25.5,2023,74626,0,1214,0,197,0,897,0,120
"iccat","USA",-69.5,25.5,2024,78702,0,1759,0,135,0,1570,0,54
"iccat","JPN",-64.5,25.5,1962,525164,0,20938,0,95,0,18601,0,2242
"iccat","JPN",-64.5,25.5,1963,613816,0,29414,0,72,0,28428,0,914
"iccat","JPN",-64.5,25.5,1964,979814,0,47640,0,137,0,46303,0,1200
"iccat","JPN",-64.5,25.5,1965,171776,0,4984,0,15,0,4885,0,84
"iccat","JPN",-64.5,25.5,1966,27042,0,648,0,33,0,567,0,48
"iccat","JPN",-64.5,25.5,1967,116814,0,8255,0,47,0,7198,0,1010
"iccat","JPN",-64.5,25.5,1968,63148,0,2948,0,47,0,2814,0,87
"iccat","TAI",-64.5,25.5,1968,350470,170.9,11061,1.6,36,164.9,10909,4.4,116
"iccat","JPN",-64.5,25.5,1969,113898,0,6173,0,68,0,5053,0,1052
"iccat","TAI",-64.5,25.5,1969,11620,19.7,891,0,0,11.9,730,7.8,161
"iccat","JPN",-64.5,25.5,1970,120828,0,5759,0,62,0,5412,0,285
"iccat","TAI",-64.5,25.5,1970,252492,145.9,7590,0.3,5,118.7,7080,26.9,505
"iccat","JPN",-64.5,25.5,1971,32430,0,773,0,22,0,691,0,60
"iccat","TAI",-64.5,25.5,1971,319244,186.5,9220,7.3,143,125.1,8005,54.1,1072
"iccat","TAI",-64.5,25.5,1972,23432,2.6,176,0,0,2.6,176,0,0
"iccat","TAI",-64.5,25.5,1973,794718,179.3,10641,1.8,49,146.1,9787,31.4,805
"iccat","TAI",-64.5,25.5,1974,82254,14.1,827,0.2,8,12.3,778,1.6,41
"iccat","TAI",-64.5,25.5,1975,14432,2.3,143,0.2,4,2.1,139,0,0
"iccat","TAI",-64.5,25.5,1976,198612,28.1,2035,0.6,23,26.3,1982,1.2,30
"iccat","JPN",-64.5,25.5,1977,2295,0,13,0,2,0,5,0,6
"iccat","KOR",-64.5,25.5,1977,76870,27.9,0,1.9,0,20.3,0,5.7,0
"iccat","TAI",-64.5,25.5,1977,5102,0.6,38,0,0,0.6,38,0,0
"iccat","JPN",-64.5,25.5,1978,2142,0,11,0,2,0,7,0,2
"iccat","KOR",-64.5,25.5,1978,2400,0.8,0,0,0,0.7,0,0.1,0
"iccat","TAI",-64.5,25.5,1978,48570,5.3,355,0,0,4.7,338,0.6,17
"iccat","KOR",-64.5,25.5,1979,67169,33.7,0,0.5,0,25,0,8.2,0
"iccat","TAI",-64.5,25.5,1979,9200,0.8,54,0,0,0.8,54,0,0
"iccat","PAN",-64.5,25.5,1980,36819,34.7,0,0.1,0,33.4,0,1.2,0
"iccat","TAI",-64.5,25.5,1980,99600,7.1,470,0,0,7.1,470,0,0
"iccat","JPN",-64.5,25.5,1981,5821,0,45,0,24,0,0,0,21
"iccat","KOR",-64.5,25.5,1981,10500,4.5,0,0.3,0,3.5,0,0.7,0
"iccat","TAI",-64.5,25.5,1981,11008,0.9,68,0,0,0.9,68,0,0
"iccat","KOR",-64.5,25.5,1982,12050,2.8,0,0.1,0,2.4,0,0.3,0
"iccat","TAI",-64.5,25.5,1982,211198,60.5,2965,0.4,9,58.3,2909,1.8,47
"iccat","TAI",-64.5,25.5,1983,520520,81.8,4432,0.8,16,79.9,4388,1.1,28
"iccat","KOR",-64.5,25.5,1984,69784,21.6,0,1.2,0,19.4,0,1,0
"iccat","TAI",-64.5,25.5,1984,352282,78.8,4327,0.4,11,72.9,4149,5.5,167
"iccat","KOR",-64.5,25.5,1985,11760,2.2,0,0,0,2.1,0,0.1,0
"iccat","TAI",-64.5,25.5,1985,1817536,327.3,17830,6,164,308.6,17271,12.7,395
"iccat","KOR",-64.5,25.5,1986,27380,6.9,0,0.2,0,6.2,0,0.5,0
"iccat","TAI",-64.5,25.5,1986,2086914,317,14409,7.6,245,282.8,13302,26.6,862
"iccat","JPN",-64.5,25.5,1987,2760,0,12,0,12,0,0,0,0
"iccat","TAI",-64.5,25.5,1987,3018064,362.5,19263,14.6,432,334,18333,13.9,498
"iccat","USA",-64.5,25.5,1987,2130,0,3,0,0,0,0,0,3
"iccat","JPN",-64.5,25.5,1988,33120,0,350,0,2,0,10,0,338
"iccat","USA",-64.5,25.5,1988,1056,0,5,0,0,0,3,0,2
"iccat","TAI",-64.5,25.5,1989,185040,26.7,1331,0,0,26.7,1331,0,0
"iccat","USA",-64.5,25.5,1989,8960,0,16,0,10,0,6,0,0
"iccat","TAI",-64.5,25.5,1990,720720,100,4991,0,0,100,4991,0,0
"iccat","USA",-64.5,25.5,1990,900,0,5,0,1,0,4,0,0
"iccat","TAI",-64.5,25.5,1991,421750,49.5,2465,0,0,49.5,2465,0,0
"iccat","USA",-64.5,25.5,1991,24624,0,149,0,66,0,49,0,34
"iccat","USA",-64.5,25.5,1992,42652,0,487,0,164,0,275,0,48
"iccat","USA",-64.5,25.5,1993,125239,0,1355,0,483,0,725,0,147
"iccat","USA",-64.5,25.5,1994,155691,0,1462,0,514,0,807,0,141
"iccat","USA",-64.5,25.5,1995,11880,0,102,0,35,0,58,0,9
"iccat","USA",-64.5,25.5,1996,73755,0,746,0,318,0,359,0,69
"iccat","TAI",-64.5,25.5,1997,10345,9.761,0,0.091,0,8.715,0,0.955,0
"iccat","USA",-64.5,25.5,1997,6540,0,55,0,26,0,24,0,5
"iccat","TAI",-64.5,25.5,1999,448676,189.212,0,2.108,0,177.372,0,9.732,0
"iccat","USA",-64.5,25.5,1999,15432,0,84,0,33,0,49,0,2
"iccat","TAI",-64.5,25.5,2000,918153,286.407,0,1.697,0,265.306,0,19.404,0
"iccat","USA",-64.5,25.5,2000,7150,0,39,0,16,0,19,0,4
"iccat","JPN",-64.5,25.5,2001,22310,0,267,0,218,0,0,0,49
"iccat","TAI",-64.5,25.5,2001,2073913,498.473,0,12.862,0,458.686,0,26.925,0
"iccat","USA",-64.5,25.5,2001,1905,0,6,0,3,0,3,0,0
"iccat","JPN",-64.5,25.5,2002,361612,0,4040,0,3304,0,673,0,63
"iccat","TAI",-64.5,25.5,2002,543793,173.682,0,3.165,0,164.329,0,6.188,0
"iccat","USA",-64.5,25.5,2002,88070,0,502,0,273,0,167,0,62
"iccat","VCT",-64.5,25.5,2002,506500,21.51,0,0.75,0,16.55,0,4.21,0
"iccat","JPN",-64.5,25.5,2003,1256797,0,12513,0,8464,0,2511,0,1538
"iccat","TAI",-64.5,25.5,2003,10608,2.711,0,0,0,2.317,0,0.394,0
"iccat","USA",-64.5,25.5,2003,65531,0,634,0,223,0,398,0,13
"iccat","JPN",-64.5,25.5,2004,576718,0,4245,0,3152,0,684,0,409
"iccat","TAI",-64.5,25.5,2004,313920,97.072,0,3.895,0,90.545,0,2.632,0
"iccat","USA",-64.5,25.5,2004,78072,0,644,0,184,0,366,0,94
"iccat","JPN",-64.5,25.5,2005,240470,0,1400,0,534,0,603,0,263
"iccat","TAI",-64.5,25.5,2005,18000,6.035,0,1.472,0,1.454,0,3.109,0
"iccat","USA",-64.5,25.5,2005,79469,0,657,0,221,0,379,0,57
"iccat","JPN",-64.5,25.5,2006,482287,0,2471,0,550,0,1771,0,150
"iccat","TAI",-64.5,25.5,2006,88500,43.78,0,1.041,0,35.452,0,7.287,0
"iccat","USA",-64.5,25.5,2006,99411,0,925,0,422,0,467,0,36
"iccat","JPN",-64.5,25.5,2007,90233,0,375,0,88,0,207,0,80
"iccat","USA",-64.5,25.5,2007,72324,0,529,0,222,0,244,0,63
"iccat","JPN",-64.5,25.5,2008,6061,0,25,0,3,0,22,0,0
"iccat","USA",-64.5,25.5,2008,91258,0,364,0,223,0,126,0,15
"iccat","JPN",-64.5,25.5,2009,2960,0,38,0,4,0,31,0,3
"iccat","USA",-64.5,25.5,2009,70220,0,341,0,125,0,190,0,26
"iccat","JPN",-64.5,25.5,2010,178082,0,1048,0,121,0,829,0,98
"iccat","TAI",-64.5,25.5,2010,61400,22.718,0,0,0,22.718,0,0,0
"iccat","USA",-64.5,25.5,2010,109105,0,601,0,186,0,352,0,63
"iccat","VCT",-64.5,25.5,2010,4000,14.053,0,5.184,0,1.272,0,7.597,0
"iccat","VUT",-64.5,25.5,2010,76900,8.585,0,0.59,0,4.976,0,3.019,0
"iccat","BLZ",-64.5,25.5,2011,63000,17.541,0,0.133,0,17.174,0,0.234,0
"iccat","TAI",-64.5,25.5,2011,46550,16.845,0,0.071,0,16.612,0,0.162,0
"iccat","USA",-64.5,25.5,2011,153233,0,962,0,413,0,394,0,155
"iccat","VCT",-64.5,25.5,2011,0,6.024,0,0,0,1.649,0,4.375,0
"iccat","VUT",-64.5,25.5,2011,144600,8.87521,344,0.69382,17,5.127,244,3.05439,83
"iccat","BLZ",-64.5,25.5,2012,2080,6.366,0,0,0,6.366,0,0,0
"iccat","TAI",-64.5,25.5,2012,38981,17.928,0,0.204,0,17.517,0,0.207,0
