"rfmo","flag","lon","lat","year","effort_set","effort_day","catch_tot","catch_skj","catch_alb","catch_bet","catch_yft"
"wcpfc","USA",177.5,-1.5,1991,12.04,6.57,143.022,140.133,0,0.352,2.537
"wcpfc","USA",177.5,-1.5,1992,27,20.86,566.9,481.846,0,21.829,63.225
"wcpfc","USA",177.5,-1.5,1993,29,36.54,1013.3,761.467,0,67.526,184.307
"wcpfc","KOR",177.5,-1.5,1994,50.74,67.38,2044.133,1636.087,0,64.794,343.252
"wcpfc","USA",177.5,-1.5,1996,14,18.59,705.23,412.458,0,86.813,205.959
"wcpfc","JPN",177.5,-1.5,1997,13,15.9,641,274.209,0,85.577,281.214
"wcpfc","USA",177.5,-1.5,1997,46,75.6,1616.728,554.349,0,109.591,952.788
"wcpfc","USA",177.5,-1.5,1999,14,16.99,862.05,444.812,0,125.103,292.135
"wcpfc","USA",177.5,-1.5,2000,3.02,3.83,107.875,64.266,0,14.368,29.241
"wcpfc","JPN",177.5,-1.5,2001,35,48.94,1099,737.471,0,63.802,297.727
"wcpfc","KOR",177.5,-1.5,2001,34.53,32.33,1455.838,1088.249,0,24.043,343.546
"wcpfc","MHL",177.5,-1.5,2001,5,7.14,175.001,49.113,0,3.704,122.184
"wcpfc","TWN",177.5,-1.5,2001,10.21,16.21,531.254,399.945,0,28.248,103.061
"wcpfc","USA",177.5,-1.5,2001,15.16,15.37,549.559,329.026,0,63.777,156.756
"wcpfc","KOR",177.5,-1.5,2002,22.33,17.22,845.657,805.903,0,8.045,31.709
"wcpfc","MHL",177.5,-1.5,2002,4.08,5.28,285.146,243.391,0,11.71,30.045
"wcpfc","TWN",177.5,-1.5,2002,11.26,11.18,292.03,269.757,0,4.453,17.82
"wcpfc","JPN",177.5,-1.5,2003,6,10.98,82.999,49.998,0,11.193,21.808
"wcpfc","TWN",177.5,-1.5,2003,3,5.25,85.066,59.116,0,6.084,19.866
"wcpfc","USA",177.5,-1.5,2003,4,5.83,212.099,167.064,0,13.735,31.3
"wcpfc","JPN",177.5,-1.5,2004,8,10.51,305,185.245,0,44.535,75.22
"wcpfc","KOR",177.5,-1.5,2005,68.51,41.94,1963.717,1885.497,0,8.133,70.087
"wcpfc","PNG",177.5,-1.5,2005,7,6.73,85,13.791,0,2.467,68.742
"wcpfc","TWN",177.5,-1.5,2005,15.32,12.45,230.826,218.45,0,0.734,11.642
"wcpfc","USA",177.5,-1.5,2005,20.03,18.4,786.999,739.151,0,3.2,44.648
"wcpfc","KOR",177.5,-1.5,2006,23.46,29.28,596.597,486.349,0,30.659,79.589
"wcpfc","KOR",177.5,-1.5,2007,23,20.08,805,784.161,0,3.35,17.489
"wcpfc","KOR",177.5,-1.5,2008,14.27,17.93,555.329,536.991,0,4.92,13.418
"wcpfc","TWN",177.5,-1.5,2008,6.4,13.15,426.748,370.004,0,1.609,55.135
"wcpfc","KOR",177.5,-1.5,2009,35,33.82,1211.501,952.035,0,30.524,228.942
"wcpfc","PNG",177.5,-1.5,2009,14,11.01,736,681.795,0,0,54.205
"wcpfc","TWN",177.5,-1.5,2009,10.21,14.85,981.61,929.76,0,1.734,50.116
"wcpfc","USA",177.5,-1.5,2009,16.96,12.42,509.027,486.275,0,2.876,19.876
"wcpfc","VUT",177.5,-1.5,2009,8,5.89,648,624.992,0,2.552,20.456
"wcpfc","PNG",177.5,-1.5,2010,4.41,10.2,270.599,237.034,0,2.022,31.543
"wcpfc","USA",177.5,-1.5,2010,12.21,16.89,560.429,474.531,0,11.419,74.479
"wcpfc","KOR",177.5,-1.5,2011,10,15.4,371.01,263.442,0,20.688,86.88
"wcpfc","JPN",177.5,-1.5,2012,9,6.29,286.998,220.489,0,8.564,57.945
"wcpfc","KIR",177.5,-1.5,2012,13.46,9.34,443.093,317.146,0,6.371,119.576
"wcpfc","KOR",177.5,-1.5,2012,55.59,39.38,1747.502,1275.862,0,6.951,464.689
"wcpfc","MHL",177.5,-1.5,2012,36,23.6,912.02,547.736,0,0,364.284
"wcpfc","PNG",177.5,-1.5,2012,47.21,30.79,1685.448,1302.515,0,64.901,318.032
"wcpfc","TWN",177.5,-1.5,2012,60.09,45.05,1503.726,1139.739,0,7.45,356.537
"wcpfc","USA",177.5,-1.5,2012,58.46,40.82,1079.795,772.272,0,29.941,277.582
"wcpfc","VUT",177.5,-1.5,2012,9,9,915,761.632,0,49.972,103.396
"wcpfc","JPN",177.5,-1.5,2013,2,2.31,110.999,103.109,0,0.849,7.041
"wcpfc","KOR",177.5,-1.5,2014,5.38,4.83,134.791,120.035,0,2.18,12.576
"wcpfc","TWN",177.5,-1.5,2014,18.55,11.35,596.74,550.661,0,3.588,42.491
"wcpfc","USA",177.5,-1.5,2014,64.03,50.43,1341.064,1257.514,0,14.69,68.86
"wcpfc","KIR",177.5,-1.5,2015,18.67,16.74,1072.492,942.467,0,15.271,114.754
"wcpfc","KOR",177.5,-1.5,2015,5.1,4.25,316.073,286.216,0,10.89,18.967
"wcpfc","MHL",177.5,-1.5,2015,29.06,22.86,901.021,847.628,0,13.236,40.157
"wcpfc","PNG",177.5,-1.5,2015,15.88,16.08,880.295,772.51,0,11.019,96.766
"wcpfc","TWN",177.5,-1.5,2015,24.95,22.52,1022.448,866.636,0,43.885,111.927
"wcpfc","KIR",177.5,-1.5,2016,5.7,7.88,210.74,138.054,0,41.506,31.18
"wcpfc","KOR",177.5,-1.5,2016,5.15,3.59,128.821,103.681,0,1.139,24.001
"wcpfc","KIR",177.5,-1.5,2017,42.16,33.14,936.279,667.359,0,18.859,250.061
"wcpfc","KOR",177.5,-1.5,2017,20.26,14.71,737.733,510.514,0,27.876,199.343
"wcpfc","SLB",177.5,-1.5,2017,9.54,5.67,227.793,116.533,0,0,111.26
"wcpfc","TWN",177.5,-1.5,2017,18.54,12.28,247.198,133.063,0,1.609,112.526
"wcpfc","KIR",177.5,-1.5,2018,9.09,9.15,212.209,181.713,0,4.895,25.601
"wcpfc","KOR",177.5,-1.5,2018,16.64,15.91,668.465,454.438,0,8.469,205.558
"wcpfc","FSM",177.5,-1.5,2019,15.4,11.78,890.884,789.717,0,29.455,71.712
"wcpfc","KIR",177.5,-1.5,2019,61,51.89,2421,2155.797,0,46.842,218.361
"wcpfc","KOR",177.5,-1.5,2019,131.89,89.72,5983.053,5519.178,0,65.107,398.768
"wcpfc","MHL",177.5,-1.5,2019,13,11.04,472.998,399.521,0,19.883,53.594
"wcpfc","PNG",177.5,-1.5,2019,35.43,16.07,496.094,455.226,0,0.035,40.833
"wcpfc","SLB",177.5,-1.5,2019,11.12,8.19,293.326,256.815,0,5.717,30.794
"wcpfc","TWN",177.5,-1.5,2019,24.73,14.92,644.342,577.087,0,22.885,44.37
"wcpfc","USA",177.5,-1.5,2019,18,12.01,479,432.629,0,10.325,36.046
"wcpfc","FSM",177.5,-1.5,2020,9.67,6.44,230.953,211.171,0,1.879,17.903
"wcpfc","KIR",177.5,-1.5,2020,30.5,40.33,1309.99,1040.578,0,66.65,202.762
"wcpfc","KOR",177.5,-1.5,2020,14.76,19.15,640.02,571.091,0,26.514,42.415
"wcpfc","MHL",177.5,-1.5,2020,17.31,13.58,527.231,430.178,0,17.862,79.191
"wcpfc","NRU",177.5,-1.5,2020,13.13,8.25,368.698,336.62,0,0.903,31.175
"wcpfc","TWN",177.5,-1.5,2020,6,7,113,86.082,0,9.159,17.759
"wcpfc","KIR",177.5,-1.5,2021,23,25.75,869.997,679.752,0,37.125,153.12
"wcpfc","KOR",177.5,-1.5,2021,25.99,13.9,587.002,297.356,0,3.63,286.016
"wcpfc","KIR",177.5,-1.5,2022,11,15,570.001,532.945,0,16.052,21.004
"wcpfc","KIR",177.5,-1.5,2023,8.03,9.04,376.557,325.819,0,18.068,32.67
"wcpfc","MHL",177.5,-1.5,2023,10.06,10.39,582.906,530.483,0,7.936,44.487
"wcpfc","TWN",177.5,-1.5,2023,3.18,3.18,329.074,310.179,0,5.845,13.05
"wcpfc","USA",178.5,-1.5,1990,40.02,32.13,1538.044,366.588,0,32.328,1139.128
"wcpfc","USA",178.5,-1.5,1992,24,15.5,696.801,619.575,0,19.558,57.668
"wcpfc","USA",178.5,-1.5,1993,31,31.85,427.3,309.388,0,32.171,85.741
"wcpfc","KOR",178.5,-1.5,1994,26.67,29.31,1024.738,613.408,0,37.854,373.476
"wcpfc","USA",178.5,-1.5,1996,10,13.66,478.5,287.649,0,56.845,134.006
"wcpfc","JPN",178.5,-1.5,1997,43,52.52,1407,660.916,0,85.611,660.473
"wcpfc","TWN",178.5,-1.5,1997,5,15.97,95,48.549,0,11.848,34.603
"wcpfc","USA",178.5,-1.5,1997,24,46.11,424.919,191.048,0,38.372,195.499
"wcpfc","JPN",178.5,-1.5,2001,5,8.26,94.999,61.477,0,10.07,23.452
"wcpfc","KOR",178.5,-1.5,2001,29.31,22.55,2018.511,1544.668,0,55.868,417.975
"wcpfc","TWN",178.5,-1.5,2001,8.17,10.79,245.192,194.465,0,3.511,47.216
"wcpfc","USA",178.5,-1.5,2001,17.18,21.05,439.516,109.504,0,14.395,315.617
"wcpfc","JPN",178.5,-1.5,2002,26,33.98,1099,836.836,0,71.07,191.094
"wcpfc","KOR",178.5,-1.5,2002,20.21,20.71,468.037,399.879,0,16.708,51.45
"wcpfc","TWN",178.5,-1.5,2002,16.39,22.41,737.763,640.78,0,22.259,74.724
"wcpfc","USA",178.5,-1.5,2002,25.84,22.22,693.683,681.288,0,3.092,9.303
"wcpfc","NZL",178.5,-1.5,2003,12.28,10.85,357.798,234.49,0,28.639,94.669
"wcpfc","USA",178.5,-1.5,2003,6,10.25,112.34,68.468,0,13.131,30.741
"wcpfc","KOR",178.5,-1.5,2006,30.6,35.65,1086.111,857.198,0,36.814,192.099
"wcpfc","KOR",178.5,-1.5,2007,14,12.22,735,584.035,0,6.933,144.032
"wcpfc","KOR",178.5,-1.5,2008,19.36,15.17,855.92,609.636,0,22.623,223.661
"wcpfc","USA",178.5,-1.5,2008,20.1,16.64,411.61,224.892,0,3.966,182.752
"wcpfc","KOR",178.5,-1.5,2009,59,50.94,1883.401,1310.508,0,31.266,541.627
"wcpfc","PNG",178.5,-1.5,2009,17,12.86,538.001,495.163,0,3.836,39.002
"wcpfc","USA",178.5,-1.5,2009,20.14,17.54,747.645,629.169,0,36.606,81.87
"wcpfc","MHL",178.5,-1.5,2010,6,6.67,110.009,82.314,0,5.434,22.261
"wcpfc","PNG",178.5,-1.5,2010,5.52,11.28,231.942,203.172,0,1.734,27.036
"wcpfc","USA",178.5,-1.5,2010,13.23,17.85,582.457,497.001,0,9.972,75.484
"wcpfc","KOR",178.5,-1.5,2011,3,4.79,15.049,10.686,0,0.839,3.524
"wcpfc","JPN",178.5,-1.5,2012,22,17.46,979,752.123,0,29.216,197.661
"wcpfc","KOR",178.5,-1.5,2012,118.53,85.27,4342.528,2888.231,0,22.595,1431.702
"wcpfc","PNG",178.5,-1.5,2012,29.14,18.27,947.189,710.112,0,5.122,231.955
"wcpfc","TWN",178.5,-1.5,2012,35.18,29.01,559.868,424.348,0,2.774,132.746
"wcpfc","USA",178.5,-1.5,2012,73.08,49.22,2224.266,1663.732,0,57.402,503.132
"wcpfc","KIR",178.5,-1.5,2014,3.49,3.71,343.424,287.155,0,15.297,40.972
"wcpfc","KOR",178.5,-1.5,2014,13.99,12.84,501.02,412.693,0,22.016,66.311
"wcpfc","TWN",178.5,-1.5,2014,27.82,19.22,544.599,423.637,0,36.117,84.845
"wcpfc","USA",178.5,-1.5,2014,5.25,3.85,136.43,129.531,0,0.963,5.936
"wcpfc","CHN",178.5,-1.5,2015,21.91,26.34,752.207,662.291,0,11.401,78.515
"wcpfc","KIR",178.5,-1.5,2015,18.67,21.64,951.739,775.376,0,34.747,141.616
"wcpfc","KOR",178.5,-1.5,2015,10.02,9.23,428.228,383.733,0,11.398,33.097
"wcpfc","MHL",178.5,-1.5,2015,37.37,34.75,1450.084,1263.743,0,46.531,139.81
"wcpfc","PNG",178.5,-1.5,2015,18.14,19.35,1143.137,833.806,0,60.063,249.268
"wcpfc","TWN",178.5,-1.5,2015,29.48,31.2,1877.307,1574.771,0,99.133,203.403
"wcpfc","KIR",178.5,-1.5,2016,26.2,29.12,1161.65,862.302,0,141.647,157.701
"wcpfc","KOR",178.5,-1.5,2016,22.67,20.03,1449.412,1167.158,0,49.378,232.876
"wcpfc","TWN",178.5,-1.5,2016,5.53,5.59,187.86,162.58,0,3.244,22.036
"wcpfc","USA",178.5,-1.5,2016,19.67,16.06,1289.442,1150.588,0,8.783,130.071
"wcpfc","KIR",178.5,-1.5,2017,46.17,39.17,1586.501,1121.517,0,33.256,431.728
"wcpfc","KOR",178.5,-1.5,2017,77.99,51.7,1958.063,1006.131,0,18.894,933.038
"wcpfc","PNG",178.5,-1.5,2017,48.4,30.07,1017.869,250.352,0,30.864,736.653
"wcpfc","SLB",178.5,-1.5,2017,13.77,8.51,164.223,84.012,0,0,80.211
"wcpfc","TWN",178.5,-1.5,2017,70.04,47.48,972.621,569.908,0,5.526,397.187
"wcpfc","USA",178.5,-1.5,2017,13,12.86,252.999,55.393,0,1.435,196.171
"wcpfc","KIR",178.5,-1.5,2018,21.22,21.74,935.937,847.524,0,31.799,56.614
"wcpfc","KOR",178.5,-1.5,2018,60.3,56.49,2388.968,1868.376,0,80.496,440.096
"wcpfc","TWN",178.5,-1.5,2018,20.35,18.14,452.976,351.481,0,11.85,89.645
"wcpfc","FSM",178.5,-1.5,2019,20.55,16.99,1008.974,775.062,0,35.927,197.985
"wcpfc","KIR",178.5,-1.5,2019,63,55.37,2277.121,1985.247,0,56.593,235.281
"wcpfc","KOR",178.5,-1.5,2019,84.17,58.24,3893.488,3478.79,0,71.528,343.17
"wcpfc","MHL",178.5,-1.5,2019,36,28.34,1783.55,1527.579,0,70.449,185.522
"wcpfc","NRU",178.5,-1.5,2019,11,7.96,165,152.695,0,2.217,10.088
"wcpfc","PNG",178.5,-1.5,2019,8.86,4.31,470.953,430.592,0,2.134,38.227
"wcpfc","USA",178.5,-1.5,2019,18,13.65,562.701,506.374,0,12.323,44.004
"wcpfc","VUT",178.5,-1.5,2019,9,5.5,520,496.638,0,4.821,18.541
"wcpfc","FSM",178.5,-1.5,2020,8.59,9.32,569.328,446.55,0,25.898,96.88
"wcpfc","KIR",178.5,-1.5,2020,73.64,74.42,2991.598,2505.647,0,132.182,353.769
"wcpfc","KOR",178.5,-1.5,2020,52.71,39.54,2997.329,1951.895,0,67.274,978.16
"wcpfc","MHL",178.5,-1.5,2020,3.06,5.09,274.812,230.275,0,15.8,28.737
"wcpfc","NRU",178.5,-1.5,2020,9.09,8.58,161.62,110.292,0,16.184,35.144
"wcpfc","TWN",178.5,-1.5,2020,7,7,258.02,196.557,0,20.914,40.549
"wcpfc","KIR",178.5,-1.5,2021,31,40.58,1135.001,916.339,0,59.808,158.854
"wcpfc","KOR",178.5,-1.5,2021,34.66,20.39,1172.918,930.865,0,33.752,208.301
"wcpfc","MHL",178.5,-1.5,2021,3.05,4.07,167.895,145.414,0,8.678,13.803
"wcpfc","KIR",178.5,-1.5,2022,20,22.5,699.999,567.575,0,21.299,111.125
"wcpfc","KIR",178.5,-1.5,2023,28.11,36.13,1511.249,1312.972,0,63.096,135.181
"wcpfc","NRU",178.5,-1.5,2023,5.01,5.01,285.496,251.887,0,11.302,22.307
"wcpfc","TWN",178.5,-1.5,2023,14.85,14.85,878.151,828.717,0,13.713,35.721
"wcpfc","KIR",178.5,-1.5,2024,8,12.5,369.999,305.017,0,19.737,45.245
"wcpfc","MHL",178.5,-1.5,2024,4,3.5,408.598,336.449,0,21.643,50.506
"wcpfc","USA",179.5,-1.5,1992,25,16.57,322.299,304.769,0,3.749,13.781
"wcpfc","USA",179.5,-1.5,1993,102,93.58,2499.201,2147.709,0,90.895,260.597
"wcpfc","USA",179.5,-1.5,1994,1.01,0.84,10.02,4.076,0,1.418,4.526
"wcpfc","JPN",179.5,-1.5,1997,93,95.31,3101.002,1426.051,0,118.049,1556.902
"wcpfc","KOR",179.5,-1.5,1997,14.78,15.71,411.897,78.23,0,14.151,319.516
"wcpfc","TWN",179.5,-1.5,1997,8,17.42,320.002,44.967,0,8.545,266.49
"wcpfc","USA",179.5,-1.5,1997,14,20.69,516.9,315.757,0,41.684,159.459
"wcpfc","VUT",179.5,-1.5,1997,5.56,4.57,100.151,52.001,0,11.854,36.296
"wcpfc","KOR",179.5,-1.5,1998,8,8.05,299.999,257.53,0,12.47,29.999
"wcpfc","USA",179.5,-1.5,1998,19,26.41,654.85,492.58,0,59.981,102.289
"wcpfc","USA",179.5,-1.5,1999,8,9.8,453.1,271.098,0,62.451,119.551
"wcpfc","JPN",179.5,-1.5,2001,14,22.86,1300.001,987.056,0,84.212,228.733
"wcpfc","KOR",179.5,-1.5,2001,9.41,12.16,198.713,194.906,0,0.45,3.357
"wcpfc","TWN",179.5,-1.5,2001,19.4,24.94,827.528,258.4,0,39.109,530.019
"wcpfc","USA",179.5,-1.5,2001,37.41,36.8,1068.361,392.737,0,60.09,615.534
"wcpfc","JPN",179.5,-1.5,2002,8,9.28,739,515.979,0,80.533,142.488
"wcpfc","KOR",179.5,-1.5,2002,10.64,10.91,473.355,445.887,0,4.951,22.517
"wcpfc","TWN",179.5,-1.5,2002,15.36,21.01,660.911,594.025,0,15.85,51.036
"wcpfc","JPN",179.5,-1.5,2003,5,5.36,566,397.87,0,36.089,132.041
"wcpfc","USA",179.5,-1.5,2003,6,9.21,332.8,213.659,0,35.57,83.571
"wcpfc","KOR",179.5,-1.5,2006,89.74,78.71,2202.811,1154.138,0,61.875,986.798
"wcpfc","VUT",179.5,-1.5,2006,8.21,15.11,194.969,158.67,0,10.087,26.212
"wcpfc","KOR",179.5,-1.5,2008,7.13,5.47,524.759,434.689,0,4.407,85.663
"wcpfc","KOR",179.5,-1.5,2009,59,46.12,1805.85,1717.686,0,9.68,78.484
"wcpfc","PNG",179.5,-1.5,2009,18,10.09,690,639.182,0,0,50.818
"wcpfc","TWN",179.5,-1.5,2009,13.61,19.51,999.994,844.433,0,31.654,123.907
"wcpfc","USA",179.5,-1.5,2009,30.74,22.72,620.309,586.026,0,6.055,28.228
"wcpfc","VUT",179.5,-1.5,2009,6,5.83,375,331.438,0,12.009,31.553
"wcpfc","USA",179.5,-1.5,2010,17.29,23.54,486.412,411.345,0,10.165,64.902
"wcpfc","JPN",179.5,-1.5,2012,20,15.88,463,355.703,0,13.817,93.48
"wcpfc","KOR",179.5,-1.5,2012,30.42,21.64,1589.115,791.453,0,1.953,795.709
"wcpfc","PNG",179.5,-1.5,2012,18.08,12.88,200.886,156.082,0,0.805,43.999
"wcpfc","TWN",179.5,-1.5,2012,24.92,22.03,309.246,234.391,0,1.532,73.323
"wcpfc","USA",179.5,-1.5,2012,7.31,5.51,106.497,65.239,0,0.694,40.564
"wcpfc","KOR",179.5,-1.5,2013,10.33,8.26,113.642,64.216,0,0,49.426
"wcpfc","KOR",179.5,-1.5,2014,29.09,25.58,635.702,466.365,0,10.935,158.402
"wcpfc","MHL",179.5,-1.5,2014,4.03,2.53,100.678,99.404,0,0.308,0.966
"wcpfc","USA",179.5,-1.5,2014,24.14,17.95,428.29,406.631,0,3.024,18.635
"wcpfc","KIR",179.5,-1.5,2015,13.18,17.34,773.906,575.491,0,29.298,169.117
"wcpfc","MHL",179.5,-1.5,2015,29.06,27.86,1053.541,913.659,0,25.619,114.263
"wcpfc","PNG",179.5,-1.5,2015,6.8,8.24,114.008,80.351,0,6.647,27.01
"wcpfc","TWN",179.5,-1.5,2015,20.42,19.2,849.695,763.624,0,25.655,60.416
"wcpfc","KIR",179.5,-1.5,2016,20.51,20.63,874.853,673.955,0,27.45,173.448
"wcpfc","KOR",179.5,-1.5,2016,23.7,21.69,1304.121,1050.559,0,68.684,184.878
"wcpfc","MHL",179.5,-1.5,2016,3,3.64,110.01,87.035,0,3.343,19.632
"wcpfc","USA",179.5,-1.5,2016,17.6,14.76,892.411,796.312,0,6.078,90.021
"wcpfc","KIR",179.5,-1.5,2017,46.18,36.76,960.874,497.908,0,7.558,455.408
"wcpfc","KOR",179.5,-1.5,2017,124.61,100.67,4855.893,2872.423,0,82.217,1901.253
"wcpfc","PNG",179.5,-1.5,2017,25.97,17.27,783.438,192.692,0,23.755,566.991
"wcpfc","TWN",179.5,-1.5,2017,94.49,50.33,1674.25,901.226,0,10.895,762.129
"wcpfc","USA",179.5,-1.5,2017,5,6.29,151,33.061,0,0.857,117.082
"wcpfc","KIR",179.5,-1.5,2018,16.16,15.77,1059.117,934.955,0,45.203,78.959
"wcpfc","KOR",179.5,-1.5,2018,33.28,31.06,2592.985,2064.111,0,93.887,434.987
"wcpfc","TWN",179.5,-1.5,2018,9.17,9.57,274.758,225.273,0,15.362,34.123
"wcpfc","FSM",179.5,-1.5,2019,35.93,22.93,1036.328,943.498,0,13.037,79.793
"wcpfc","KIR",179.5,-1.5,2019,90,80.69,4466.568,3956.333,0,96.598,413.637
"wcpfc","KOR",179.5,-1.5,2019,69.97,43.44,2886.243,2624.506,0,8.103,253.634
"wcpfc","MHL",179.5,-1.5,2019,9,7.21,225.001,193.222,0,9.677,22.102
"wcpfc","PNG",179.5,-1.5,2019,29.53,16.67,982.268,901.529,0,0,80.739
"wcpfc","TWN",179.5,-1.5,2019,24.75,12.28,456.694,432.163,0,0.096,24.435
"wcpfc","VUT",179.5,-1.5,2019,12,6.37,460,372.405,0,48.85,38.745
"wcpfc","FSM",179.5,-1.5,2020,9.66,11.64,429.681,370.733,0,11.817,47.131
"wcpfc","KIR",179.5,-1.5,2020,46.28,54.83,2996.041,2470.156,0,140.909,384.976
"wcpfc","KOR",179.5,-1.5,2020,26.35,19.15,959.515,407.032,0,18.345,534.138
"wcpfc","MHL",179.5,-1.5,2020,21.38,22.72,910.971,739.571,0,41.695,129.705
"wcpfc","NRU",179.5,-1.5,2020,21.21,15.83,368.697,274.332,0,8.461,85.904
"wcpfc","TWN",179.5,-1.5,2020,29,20.5,1175.001,1087.402,0,5.315,82.284
"wcpfc","USA",179.5,-1.5,2020,13,12.5,360.649,301.002,0,28.331,31.316
"wcpfc","KIR",179.5,-1.5,2021,25,33.5,840.002,689.006,0,54.083,96.913
"wcpfc","KOR",179.5,-1.5,2021,6.5,5.41,254.521,210.478,0,19.024,25.019
"wcpfc","MHL",179.5,-1.5,2021,4.07,5.09,203.511,175.528,0,11.217,16.766
"wcpfc","KIR",179.5,-1.5,2022,11,15.83,665.003,558.483,0,25.51,81.01
"wcpfc","FSM",179.5,-1.5,2023,9,9.5,1021.866,933.433,0,16.173,72.26
"wcpfc","KIR",179.5,-1.5,2023,35.14,39.67,1752.324,1524.157,0,70.103,158.064
"wcpfc","MHL",179.5,-1.5,2023,7.04,9.05,488.433,444.507,0,6.649,37.277
"wcpfc","NRU",179.5,-1.5,2023,3.01,4.01,327.721,289.141,0,12.975,25.605
"wcpfc","TWN",179.5,-1.5,2023,20.16,15.03,1157.174,1091.77,0,18.574,46.83
"wcpfc","KIR",179.5,-1.5,2024,8,9.5,375,326.288,0,14.729,33.983
"wcpfc","USA",-179.5,-0.5,1992,14,14.19,463.601,371.659,0,22.121,69.821
"wcpfc","USA",-179.5,-0.5,1993,8,9.57,481.599,257.525,0,49.992,174.082
"wcpfc","USA",-179.5,-0.5,1994,7.08,5.25,73.479,69.919,0,0.256,3.304
"wcpfc","KOR",-179.5,-0.5,1997,6.34,6.76,264.037,225.914,0,3.383,34.74
"wcpfc","USA",-179.5,-0.5,1997,15,19.95,488.912,290.98,0,58.587,139.345
"wcpfc","USA",-179.5,-0.5,2001,9.1,12.37,380.628,285.15,0,8.356,87.122
"wcpfc","USA",-179.5,-0.5,2003,7,17.37,258.9,125.797,0,2.831,130.272
"wcpfc","USA",-179.5,-0.5,2006,9.27,10.17,334.465,134.242,0,13.77,186.453
"wcpfc","KOR",-179.5,-0.5,2009,33,22.57,3131.52,3034.249,0,8.633,88.638
"wcpfc","USA",-179.5,-0.5,2009,10.6,7.31,278.759,269.476,0,0,9.283
"wcpfc","FSM",-179.5,-0.5,2017,14.49,17.46,483.108,405.181,0,0,77.927
"wcpfc","USA",-179.5,-0.5,2017,4,4.17,6,2.519,0,0.028,3.453
"wcpfc","FSM",-179.5,-0.5,2019,11.56,4.27,365.846,339.469,0,0,26.377
"wcpfc","FSM",-179.5,-0.5,2023,2,4.67,120.531,109.895,0,0,10.636
"wcpfc","USA",-178.5,-0.5,1990,17.01,8.33,328.424,68.477,0,3.12,256.827
"wcpfc","USA",-178.5,-0.5,1993,13,14.67,741.201,554.996,0,47.633,138.572
"wcpfc","USA",-178.5,-0.5,1994,9.11,8.07,243.209,216.75,0,1.556,24.903
"wcpfc","USA",-178.5,-0.5,1997,30,38.49,952.335,462.289,0,85.039,405.007
"wcpfc","USA",-178.5,-0.5,2006,22.63,25.27,762.693,488.566,0,68.402,205.725
"wcpfc","USA",-178.5,-0.5,2018,25.15,18.17,392.168,130.2,0,0,261.968
"wcpfc","USA",-177.5,-0.5,1987,19.43,27.79,441.045,177.287,0,29.87,233.888
"wcpfc","USA",-177.5,-0.5,1990,77.05,58.62,1791.819,657.949,0,16.713,1117.157
"wcpfc","USA",-177.5,-0.5,1992,5,5.71,133.401,99.379,0,9.654,24.368
"wcpfc","USA",-177.5,-0.5,1994,14.17,12.43,317.802,278.405,0,1.849,37.548
"wcpfc","USA",-177.5,-0.5,1997,23,27.86,869.934,561.922,0,59.368,248.644
"wcpfc","USA",-177.5,-0.5,2003,5,7.36,249.5,139.475,0,34.792,75.233
"wcpfc","USA",-176.5,-0.5,1990,15,14.16,513.05,223.948,0,4.838,284.264
"wcpfc","USA",-176.5,-0.5,1992,4,3.74,9.1,1.202,0,0.086,7.812
"wcpfc","USA",-176.5,-0.5,1993,26,31.2,1115.9,823.415,0,72.494,219.991
"wcpfc","USA",-176.5,-0.5,1994,9.1,6.77,151.513,149.195,0,0.283,2.035
"wcpfc","USA",-176.5,-0.5,1997,38,48.77,1281.534,680.914,0,121.209,479.411
"wcpfc","USA",-176.5,-0.5,2006,2.06,2.42,105.57,80.927,0,7.981,16.662
"wcpfc","USA",-175.5,-0.5,1990,3,3.04,90.763,14.388,0,0.901,75.474
"wcpfc","USA",-175.5,-0.5,1992,19,18.71,173.301,165.65,0,1.042,6.609
"wcpfc","USA",-175.5,-0.5,1996,6,8.47,196.9,121.042,0,24.295,51.563
"wcpfc","USA",-175.5,-0.5,1997,35,42.77,1348.899,891.498,0,126.318,331.083
"wcpfc","USA",-175.5,-0.5,1999,4,5.16,157.102,84.936,0,24.249,47.917
"wcpfc","USA",-174.5,-0.5,1990,5,4.04,258.776,75.882,0,2.432,180.462
"wcpfc","USA",-174.5,-0.5,1992,25,21.04,529.001,509.225,0,3.614,16.162
"wcpfc","USA",-174.5,-0.5,1996,7,9.62,92,46.959,0,14.671,30.37
"wcpfc","USA",-174.5,-0.5,1997,40,56.35,1131.728,747.64,0,80.62,303.468
"wcpfc","USA",-173.5,-0.5,1990,15.01,12.37,624.625,233.909,0,5.684,385.032
"wcpfc","USA",-173.5,-0.5,1992,89,64.22,2431.099,2163.722,0,69.048,198.329
"wcpfc","USA",-173.5,-0.5,1997,27,35.58,809.096,528.858,0,77.788,202.45
"wcpfc","KOR",-173.5,-0.5,2002,9.57,18.27,308.479,301.221,0,0.58,6.678
"wcpfc","TWN",-173.5,-0.5,2002,4.1,8.09,163.947,160.504,0,0.354,3.089
"wcpfc","KOR",-173.5,-0.5,2005,10.22,12.01,184.098,39.742,0,2.534,141.822
"wcpfc","KOR",-173.5,-0.5,2006,8.16,8.76,637.387,582.387,0,15.26,39.74
"wcpfc","KIR",-173.5,-0.5,2014,29.11,21.13,902.217,595.725,0,2.527,303.965
