"rfmo","lon","lat","year","month","effort_t_hooks","catch_tot_mt","catch_tot_n","catch_bet_mt","catch_bet_n","catch_alb_mt","catch_alb_n","catch_yft_mt","catch_yft_n"
"wcpfc",127.5,17.5,2008,4,1156.329,53.116,1965,1.601,53,3.396,452,48.119,1460
"wcpfc",127.5,17.5,2008,5,253.688,15.222,445,0.159,8,0.617,36,14.446,401
"wcpfc",127.5,17.5,2008,6,286.313,9.289,275,0.484,21,1.802,86,7.003,168
"wcpfc",127.5,17.5,2008,7,152.545,21.176,670,2.135,35,0.266,14,18.775,621
"wcpfc",127.5,17.5,2008,8,336.042,12.934,421,1.034,38,0.323,21,11.577,362
"wcpfc",127.5,17.5,2008,9,173.427,12.582,548,0.427,13,0.862,57,11.293,478
"wcpfc",127.5,17.5,2009,1,107.749,29.766,917,0.755,15,1.157,67,27.854,835
"wcpfc",127.5,17.5,2009,2,518.491,78.479,2438,1.622,71,8.028,470,68.829,1897
"wcpfc",127.5,17.5,2009,3,829.466,38.625,1083,0.319,10,0.554,32,37.752,1041
"wcpfc",127.5,17.5,2009,4,618.035,51.753,1600,5.574,175,2.475,153,43.704,1272
"wcpfc",127.5,17.5,2009,5,225.852,10.719,452,0.162,5,0.506,32,10.051,415
"wcpfc",127.5,17.5,2009,6,476.318,12.629,573,1.598,47,0.047,3,10.984,523
"wcpfc",127.5,17.5,2009,7,764.611,46.578,1790,3.127,84,0.834,52,42.617,1654
"wcpfc",127.5,17.5,2009,8,346.457,8.726,342,0.048,2,0.385,23,8.293,317
"wcpfc",127.5,17.5,2009,9,340.969,18.989,705,1.246,49,3.495,202,14.248,454
"wcpfc",127.5,17.5,2010,1,319.557,54.229,2575,1.291,42,15.066,979,37.872,1554
"wcpfc",127.5,17.5,2010,2,355.083,49.239,1904,1.095,37,10.25,580,37.894,1287
"wcpfc",127.5,17.5,2010,3,804.046,87.386,3030,0.815,36,10.552,669,76.019,2325
"wcpfc",127.5,17.5,2010,4,2806.554,277.453,8663,4.003,164,15.707,922,257.743,7577
"wcpfc",127.5,17.5,2010,5,738.882,77.919,2700,1.952,62,5.666,332,70.301,2306
"wcpfc",127.5,17.5,2010,6,968.994,69.824,2291,0.9,24,1.009,64,67.915,2203
"wcpfc",127.5,17.5,2010,7,348.04,21.86,804,1.485,41,2.101,187,18.274,576
"wcpfc",127.5,17.5,2010,8,127.486,3.496,105,0,0,0,0,3.496,105
"wcpfc",127.5,17.5,2010,9,281.343,17.381,688,0.679,25,0.81,36,15.892,627
"wcpfc",127.5,17.5,2011,2,518.815,48.089,1569,1.888,42,2.371,166,43.83,1361
"wcpfc",127.5,17.5,2011,3,735.102,60,1629,1.536,31,0.64,48,57.824,1550
"wcpfc",127.5,17.5,2011,4,1306.508,50.215,1386,0.927,27,6.145,252,43.143,1107
"wcpfc",127.5,17.5,2011,5,625.245,29.555,909,0.056,1,0.98,52,28.519,856
"wcpfc",127.5,17.5,2011,6,385.512,19.45,574,0.281,5,0.208,10,18.961,559
"wcpfc",127.5,17.5,2011,7,182.079,11.832,371,0.317,6,0,0,11.515,365
"wcpfc",127.5,17.5,2011,8,176.682,9.592,314,0.253,7,0.039,2,9.3,305
"wcpfc",127.5,17.5,2011,9,110.799,1.528,56,0,0,0.297,21,1.231,35
"wcpfc",127.5,17.5,2011,12,171.058,19.778,747,1.722,46,4.915,216,13.141,485
"wcpfc",127.5,17.5,2012,1,402.083,19.834,721,2.382,61,6.131,335,11.321,325
"wcpfc",127.5,17.5,2012,2,192.869,9.43,319,1.224,33,1.988,117,6.218,169
"wcpfc",127.5,17.5,2012,3,368.746,19.816,648,1.343,32,3.729,216,14.744,400
"wcpfc",127.5,17.5,2012,4,1027.699,34.556,1118,1.643,42,5.116,300,27.797,776
"wcpfc",127.5,17.5,2012,5,331.743,13.497,511,1.038,34,4.854,246,7.605,231
"wcpfc",127.5,17.5,2012,7,149.617,9.773,291,1.517,27,0.24,24,8.016,240
"wcpfc",127.5,17.5,2012,8,181.21,14.094,456,1.911,43,1.121,68,11.062,345
"wcpfc",127.5,17.5,2012,9,143.887,24.701,822,0.92,18,2.77,212,21.011,592
"wcpfc",127.5,17.5,2012,10,139.165,10.009,476,0.729,31,2.824,228,6.456,217
"wcpfc",127.5,17.5,2013,2,143.192,25.978,912,0.82,26,1.942,135,23.216,751
"wcpfc",127.5,17.5,2013,3,394.608,52.788,1901,5.265,157,5.133,359,42.39,1385
"wcpfc",127.5,17.5,2013,4,510.795,45.991,1609,1.28,38,2.665,214,42.046,1357
"wcpfc",127.5,17.5,2013,5,148.515,20.671,708,2.053,72,0.144,16,18.474,620
"wcpfc",127.5,17.5,2013,6,168.066,14.118,506,1.868,60,0.238,26,12.012,420
"wcpfc",127.5,17.5,2013,7,163.782,19.3,589,3.703,86,0.06,8,15.537,495
"wcpfc",127.5,17.5,2014,1,100.849,8.391,283,1.739,47,1.033,60,5.619,176
"wcpfc",127.5,17.5,2014,2,325.556,21.19,783,2.679,87,3.277,212,15.234,484
"wcpfc",127.5,17.5,2014,3,676.194,43.362,1596,2.477,72,7.695,462,33.19,1062
"wcpfc",127.5,17.5,2014,4,1618.866,32.805,1421,1.096,48,5.424,370,26.285,1003
"wcpfc",127.5,17.5,2014,5,438.019,13.068,497,0.798,27,1.063,72,11.207,398
"wcpfc",127.5,17.5,2014,6,641.415,15.879,640,1.379,47,0.273,24,14.227,569
"wcpfc",127.5,17.5,2014,8,222.22,13.709,455,0.999,30,0,0,12.71,425
"wcpfc",127.5,17.5,2014,9,135.592,9.701,381,1.556,61,0.844,66,7.301,254
"wcpfc",127.5,17.5,2014,11,455.374,31.061,1653,11.007,537,12.441,711,7.613,405
"wcpfc",127.5,17.5,2014,12,125.329,5.323,217,2.409,80,2.306,112,0.608,25
"wcpfc",127.5,17.5,2015,1,150.842,8.521,401,1.119,44,1.223,89,6.179,268
"wcpfc",127.5,17.5,2015,2,164.729,25.034,922,1.45,53,5.249,288,18.335,581
"wcpfc",127.5,17.5,2015,3,830.334,142.499,5029,6.907,204,26.137,1613,109.455,3212
"wcpfc",127.5,17.5,2015,4,984.745,75.737,2696,4.022,122,12.385,717,59.33,1857
"wcpfc",127.5,17.5,2015,5,529.062,27.871,1093,2.571,95,2.922,189,22.378,809
"wcpfc",127.5,17.5,2015,6,547.538,26.455,1068,2.55,63,3.59,260,20.315,745
"wcpfc",127.5,17.5,2015,7,474.159,16.475,593,4.197,123,1.441,104,10.837,366
"wcpfc",127.5,17.5,2015,8,515.066,42.283,1661,4.746,172,3.753,256,33.784,1233
"wcpfc",127.5,17.5,2015,9,299.363,14.243,614,3.542,136,1.366,114,9.335,364
"wcpfc",127.5,17.5,2015,10,212.959,11.783,428,3.296,98,1.043,67,7.444,263
"wcpfc",127.5,17.5,2016,1,153.135,24.968,1248,3,87,8.873,660,13.095,501
"wcpfc",127.5,17.5,2016,2,412.942,31.688,1215,3.751,122,3.396,213,24.541,880
"wcpfc",127.5,17.5,2016,3,579.666,35.336,1407,2.156,66,3.4,220,29.78,1121
"wcpfc",127.5,17.5,2016,4,522.932,32.211,1423,1.295,48,5.186,356,25.73,1019
"wcpfc",127.5,17.5,2016,5,195.391,7.748,336,0.174,9,0.823,54,6.751,273
"wcpfc",127.5,17.5,2016,6,180.725,8.167,341,0.869,24,0.236,18,7.062,299
"wcpfc",127.5,17.5,2016,7,119.006,8.767,334,1.344,27,0.1,11,7.323,296
"wcpfc",127.5,17.5,2016,8,213.715,13.939,523,0.463,18,0,0,13.476,505
"wcpfc",127.5,17.5,2017,2,380.848,59.836,2115,1.099,30,13.39,732,45.347,1353
"wcpfc",127.5,17.5,2017,3,855.662,59.081,1941,1.912,53,7.643,452,49.526,1436
"wcpfc",127.5,17.5,2017,4,725.256,20.729,777,1.145,32,2.314,125,17.27,620
"wcpfc",127.5,17.5,2017,5,934.853,36.854,1651,3.607,115,1.978,106,31.269,1430
"wcpfc",127.5,17.5,2017,6,362.235,11.346,401,2.563,63,0.158,9,8.625,329
"wcpfc",127.5,17.5,2017,7,134.854,5.603,214,0.317,7,0,0,5.286,207
"wcpfc",127.5,17.5,2017,11,118.595,8.902,383,1.331,34,3.453,202,4.118,147
"wcpfc",127.5,17.5,2018,1,648.346,164.615,5839,7.534,182,72.125,3576,84.956,2081
"wcpfc",127.5,17.5,2018,2,536.974,104.719,3089,4.22,99,22.948,1308,77.551,1682
"wcpfc",127.5,17.5,2018,3,505.86,44.001,1425,2.656,61,13.022,672,28.323,692
"wcpfc",127.5,17.5,2018,4,446.802,50.43,1290,1.253,28,5.964,296,43.213,966
"wcpfc",127.5,17.5,2018,5,373.34,30.013,1064,1.301,30,4.232,214,24.48,820
"wcpfc",127.5,17.5,2018,7,128.23,4.973,115,3.121,63,0,0,1.852,52
"wcpfc",127.5,17.5,2018,8,185.283,7.197,227,3.138,68,1.511,81,2.548,78
"wcpfc",127.5,17.5,2018,10,214.826,21.642,958,3.013,83,15.485,763,3.144,112
"wcpfc",127.5,17.5,2018,11,138.04,17.148,793,2.018,72,10.04,518,5.09,203
"wcpfc",127.5,17.5,2018,12,139.461,40.174,1324,1.46,45,12.41,676,26.304,603
"wcpfc",127.5,17.5,2019,1,448.455,83.923,3314,2.094,63,16.524,1045,65.305,2206
"wcpfc",127.5,17.5,2019,2,515.634,112.046,4697,3.769,108,38.885,2399,69.392,2190
"wcpfc",127.5,17.5,2019,3,804.888,115.138,5085,3.498,97,45.81,2648,65.83,2340
"wcpfc",127.5,17.5,2019,4,401.353,43.894,1832,1.094,42,16.471,927,26.329,863
"wcpfc",127.5,17.5,2019,5,304.042,17.675,823,0.514,16,5.439,298,11.722,509
"wcpfc",127.5,17.5,2019,6,133.461,9.695,489,0.805,23,0.695,42,8.195,424
"wcpfc",127.5,17.5,2019,7,126.207,8.097,346,1.905,52,0.743,45,5.449,249
"wcpfc",127.5,17.5,2019,10,122.953,10.549,504,1.757,52,2.524,226,6.268,226
"wcpfc",127.5,17.5,2019,12,264.372,32.798,1758,3.054,90,16.845,1215,12.899,453
"wcpfc",127.5,17.5,2020,1,592.87,55.456,2734,6.395,253,25.438,1664,23.623,817
"wcpfc",127.5,17.5,2020,2,540.597,60.416,2564,3.904,135,20.766,1256,35.746,1173
"wcpfc",127.5,17.5,2020,3,412.684,43.964,1900,2.777,114,11.726,701,29.461,1085
"wcpfc",127.5,17.5,2020,4,429.144,31.445,1268,0.968,33,7.434,417,23.043,818
"wcpfc",127.5,17.5,2020,5,198.596,8.889,419,0.335,16,1.738,105,6.816,298
"wcpfc",127.5,17.5,2020,11,117.99,15.097,1169,0.887,38,12.567,1045,1.643,86
"wcpfc",127.5,17.5,2020,12,135.209,21.19,1112,1.507,59,10.196,754,9.487,299
"wcpfc",127.5,17.5,2021,1,188.646,70.181,3475,2.377,79,28.649,2160,39.155,1236
"wcpfc",127.5,17.5,2021,2,363.205,64.654,3159,2.6,89,29.392,2008,32.662,1062
"wcpfc",127.5,17.5,2021,3,430.124,60.693,3060,3.019,99,34.482,2241,23.192,720
"wcpfc",127.5,17.5,2021,4,165.9,32.821,1609,1.502,45,15.734,1043,15.585,521
"wcpfc",127.5,17.5,2022,1,444.705,63.305,3366,4.702,163,31.431,2154,27.172,1049
"wcpfc",127.5,17.5,2022,2,250.752,22.807,1040,1.679,70,7.59,477,13.538,493
"wcpfc",127.5,17.5,2022,3,417.488,40.591,1519,2.467,67,7.534,466,30.59,986
"wcpfc",127.5,17.5,2022,4,227.368,20.32,807,0.152,6,4.944,277,15.224,524
"wcpfc",127.5,17.5,2022,8,184.022,9.615,380,2.2,62,2.136,136,5.279,182
"wcpfc",127.5,17.5,2022,12,117.474,32.542,1571,2.215,84,15.69,938,14.637,549
"wcpfc",127.5,17.5,2023,1,702.14,221.489,10366,12.824,504,94.318,5909,114.347,3953
"wcpfc",127.5,17.5,2023,2,466.622,91.344,4256,5.342,214,54.175,2965,31.827,1077
"wcpfc",127.5,17.5,2023,3,496.168,90.511,3908,3.219,111,45.367,2545,41.925,1252
"wcpfc",127.5,17.5,2023,4,398.302,49.482,1976,1.58,62,20.533,1081,27.369,833
"wcpfc",127.5,17.5,2023,8,113.686,4.695,216,1.64,44,1.692,125,1.363,47
"wcpfc",127.5,17.5,2023,9,145.971,23.478,1360,4.791,116,17.126,1189,1.561,55
"wcpfc",127.5,17.5,2023,10,113.819,5.195,325,0.734,26,4.097,282,0.364,17
"wcpfc",127.5,17.5,2023,11,111.794,22.439,1587,2.294,66,18.385,1464,1.76,57
"wcpfc",127.5,17.5,2023,12,199.342,32.733,2039,6.067,245,19.412,1546,7.254,248
"wcpfc",127.5,17.5,2024,1,590.884,221.229,12754,11.209,485,136.428,9472,73.592,2797
"wcpfc",127.5,17.5,2024,2,700.058,174.05,8639,15.86,481,98.18,5564,60.01,2594
"wcpfc",127.5,17.5,2024,3,893.616,133.799,6105,5.291,216,72.098,3916,56.41,1973
"wcpfc",127.5,17.5,2024,4,385.662,75.49,3828,2.626,90,48.236,2642,24.628,1096
"wcpfc",127.5,17.5,2024,6,112.192,7.976,376,1.425,57,3.026,183,3.525,136
"wcpfc",127.5,17.5,2024,7,121.932,2.362,114,0.534,16,1.152,69,0.676,29
"wcpfc",127.5,17.5,2024,8,325.234,16.766,899,5.118,180,10.343,662,1.305,57
"wcpfc",127.5,17.5,2024,12,245.576,61.533,3571,6.933,290,37.488,2538,17.112,743
"wcpfc",132.5,17.5,1953,1,294.596,229.45,8778,66.37,1114,62.447,3577,100.633,4087
"wcpfc",132.5,17.5,1953,10,145.477,144.319,5932,18.35,308,30.482,1746,95.487,3878
"wcpfc",132.5,17.5,1953,12,160.018,91.238,3256,36.104,606,24.651,1412,30.483,1238
"wcpfc",132.5,17.5,1954,11,112.969,64.668,2962,7.264,225,24.336,1394,33.068,1343
"wcpfc",132.5,17.5,1955,10,128.792,61.423,2361,17.139,520,2.549,146,41.735,1695
"wcpfc",132.5,17.5,1955,11,174.07,74.552,3083,13.546,411,11.662,668,49.344,2004
"wcpfc",132.5,17.5,1956,11,164.711,66.28,2208,13.194,557,3.108,178,49.978,1473
"wcpfc",132.5,17.5,1959,1,567.551,285.869,11391,47.355,1714,85.335,4888,153.179,4789
"wcpfc",132.5,17.5,1960,1,173.025,95.112,3687,8.48,358,19.78,1133,66.852,2196
"wcpfc",132.5,17.5,1960,11,185.254,85.23,3348,12.365,522,24.546,1406,48.319,1420
"wcpfc",132.5,17.5,1961,2,178.119,47.092,1738,8.196,346,8.572,491,30.324,901
"wcpfc",132.5,17.5,1961,6,101.125,10.206,336,3.145,145,0.109,5,6.952,186
"wcpfc",132.5,17.5,1961,12,277.183,167.954,6558,16.652,703,51.274,2937,100.028,2918
"wcpfc",132.5,17.5,1962,1,365.444,132.478,5185,28.84,809,41.253,2363,62.385,2013
"wcpfc",132.5,17.5,1962,2,128.52,39.284,1496,5.276,148,10.021,574,23.987,774
"wcpfc",132.5,17.5,1962,10,116.596,37.702,1422,4.303,136,7.402,424,25.997,862
"wcpfc",132.5,17.5,1962,11,146.346,42.686,1645,4.525,143,9.811,562,28.35,940
"wcpfc",132.5,17.5,1963,6,213.598,10.562,364,4.125,159,0.382,16,6.055,189
"wcpfc",132.5,17.5,1963,11,276.22,179.899,7307,21.06,793,62.726,3593,96.113,2921
"wcpfc",132.5,17.5,1963,12,1755.872,865.03,34046,143.28,5395,249.771,14307,471.979,14344
"wcpfc",132.5,17.5,1964,1,384.998,202.466,8663,28.7,938,73.254,4196,100.512,3529
"wcpfc",132.5,17.5,1964,2,117.716,53.277,2407,6.701,219,24.93,1428,21.646,760
"wcpfc",132.5,17.5,1964,11,241.94,66.908,2774,6.95,243,20.74,1188,39.218,1343
"wcpfc",132.5,17.5,1964,12,133.163,33.323,1435,6.006,210,12.57,720,14.747,505
"wcpfc",132.5,17.5,1965,1,123.995,26.078,1320,7.582,162,10.769,835,7.727,323
"wcpfc",132.5,17.5,1965,5,303.216,24.24,793,5.688,125,1.223,72,17.329,596
"wcpfc",132.5,17.5,1965,6,133.823,12.038,348,3.359,70,0.594,24,8.085,254
"wcpfc",132.5,17.5,1965,11,122.506,40.269,1908,14.775,468,13.709,1063,11.785,377
"wcpfc",132.5,17.5,1965,12,457.562,169.297,9398,31.602,1001,87.646,6796,50.049,1601
"wcpfc",132.5,17.5,1966,1,441.122,171.238,9649,28.519,957,97.272,7163,45.447,1529
"wcpfc",132.5,17.5,1966,11,349.593,144.712,7198,22.515,728,64.26,4732,57.937,1738
"wcpfc",132.5,17.5,1967,6,230.22,16.168,494,4.539,109,0.894,43,10.735,342
"wcpfc",132.5,17.5,1967,12,261.794,104.783,5111,28.835,1003,37.6,2826,38.348,1282
"wcpfc",132.5,17.5,1968,1,182.016,78.265,4036,8.684,214,33.899,2574,35.682,1248
"wcpfc",132.5,17.5,1968,5,263.687,25.21,901,5.38,178,1.943,107,17.887,616
"wcpfc",132.5,17.5,1968,6,305.661,38.8,1408,7.803,259,3.165,201,27.832,948
"wcpfc",132.5,17.5,1968,11,123.096,26.127,1454,6.566,308,11.524,875,8.037,271
"wcpfc",132.5,17.5,1968,12,275.003,65.681,3743,13.239,621,32.069,2435,20.373,687
"wcpfc",132.5,17.5,1969,1,259.746,96.212,5617,10.033,222,69.838,4864,16.341,531
"wcpfc",132.5,17.5,1969,2,186.824,60.679,3313,10.53,233,39.04,2719,11.109,361
"wcpfc",132.5,17.5,1969,5,265.089,44.104,1650,11.467,266,10.334,680,22.303,704
"wcpfc",132.5,17.5,1969,12,255.675,121.618,7421,10.842,334,79.716,5552,31.06,1535
"wcpfc",132.5,17.5,1970,1,147.531,30.752,1878,3.576,76,20.228,1572,6.948,230
"wcpfc",132.5,17.5,1970,6,432.825,60.461,2590,10.722,231,13.756,942,35.983,1417
"wcpfc",132.5,17.5,1970,7,405.798,98.814,5384,17.187,454,43.583,3387,38.044,1543
"wcpfc",132.5,17.5,1971,4,173.161,25.332,1229,4.974,112,10.732,739,9.626,378
"wcpfc",132.5,17.5,1971,5,240.669,19.287,613,3.158,83,4.113,165,12.016,365
"wcpfc",132.5,17.5,1971,6,231.523,18.554,590,3.038,80,3.957,159,11.559,351
"wcpfc",132.5,17.5,1971,12,110.664,43.806,2125,3.509,79,19.577,1348,20.72,698
"wcpfc",132.5,17.5,1972,1,142.92,46.276,2369,6.834,157,26.493,1808,12.949,404
"wcpfc",132.5,17.5,1972,4,159.627,43.643,2088,4.875,112,20.691,1412,18.077,564
"wcpfc",132.5,17.5,1972,11,101.72,40.722,2009,2.443,63,20.793,1419,17.486,527
"wcpfc",132.5,17.5,1972,12,170.248,65.583,3466,7.639,197,39.96,2727,17.984,542
"wcpfc",132.5,17.5,1973,5,139.119,44.168,914,14.578,302,1.024,67,28.566,545
"wcpfc",132.5,17.5,1973,6,121.132,46.094,1232,14.748,303,0.291,12,31.055,917
"wcpfc",132.5,17.5,1973,11,133.714,56.505,2089,3.508,166,10.298,771,42.699,1152
"wcpfc",132.5,17.5,1974,2,113.785,52.443,2429,1.965,55,9.672,722,40.806,1652
"wcpfc",132.5,17.5,1974,3,176.85,64.188,2838,11.502,322,11.213,837,41.473,1679
"wcpfc",132.5,17.5,1974,4,116.394,36.954,2531,5.179,117,13.142,981,18.633,1433
"wcpfc",132.5,17.5,1974,5,159.247,50.569,2280,13.892,316,4.861,356,31.816,1608
"wcpfc",132.5,17.5,1974,10,105.714,54.552,2217,7.621,174,9.699,724,37.232,1319
"wcpfc",132.5,17.5,1974,12,124.897,57.504,2544,4.73,108,14.441,1078,38.333,1358
"wcpfc",132.5,17.5,1975,2,109.399,50.194,1975,3.532,83,14.387,924,32.275,968
"wcpfc",132.5,17.5,1975,5,229.099,52.491,1473,9.553,224,0.912,45,42.026,1204
"wcpfc",132.5,17.5,1975,6,276.355,82.82,2460,9.723,228,3.147,189,69.95,2043
"wcpfc",132.5,17.5,1975,11,127.861,47.114,1965,4.867,132,17.89,1149,24.357,684
"wcpfc",132.5,17.5,1975,12,154.747,76.928,2721,6.822,185,15.695,1008,54.411,1528
"wcpfc",132.5,17.5,1976,5,128.873,36.362,1186,3.851,100,2.191,109,30.32,977
"wcpfc",132.5,17.5,1976,6,132.192,40.916,1318,4.204,109,1.768,83,34.944,1126
"wcpfc",132.5,17.5,1977,5,162.906,47.922,1703,3.267,99,0.939,45,43.716,1559
"wcpfc",132.5,17.5,1978,1,175.56,62.55,3378,3.132,106,18.899,1340,40.519,1932
"wcpfc",132.5,17.5,1978,5,306.152,66.443,2652,6.68,223,0.658,27,59.105,2402
"wcpfc",132.5,17.5,1978,6,313.222,74.168,2979,6.767,225,2.777,178,64.624,2576
"wcpfc",132.5,17.5,1979,5,299.796,73.465,3363,5.15,149,1.208,90,67.107,3124
"wcpfc",132.5,17.5,1979,6,268.015,56.508,2696,4.776,139,0.241,10,51.491,2547
"wcpfc",132.5,17.5,1979,12,146.918,36.072,2370,4.549,194,19.162,1582,12.361,594
"wcpfc",132.5,17.5,1980,5,417.119,68.979,2150,4.924,133,1.021,82,63.034,1935
"wcpfc",132.5,17.5,1980,6,349.831,64.368,2032,3.027,85,0.482,37,60.859,1910
"wcpfc",132.5,17.5,1981,5,238.861,76.848,3793,4.357,171,3.204,239,69.287,3383
"wcpfc",132.5,17.5,1981,6,165.777,49.695,1699,3.02,82,0.775,47,45.9,1570
"wcpfc",132.5,17.5,1982,5,153.86,42.116,1483,1.838,53,1.232,50,39.046,1380
"wcpfc",132.5,17.5,1982,6,148.019,40.517,1426,1.768,51,1.186,48,37.563,1327
"wcpfc",132.5,17.5,1983,5,170.494,46.016,1624,3.848,110,1.92,92,40.248,1422
"wcpfc",132.5,17.5,1983,6,158.103,45.319,1575,4.798,137,1.165,47,39.356,1391
"wcpfc",132.5,17.5,1984,5,159.983,44.593,1524,4.869,112,1.201,51,38.523,1361
"wcpfc",132.5,17.5,1984,6,146.408,40.076,1406,2.353,68,1.072,43,36.651,1295
"wcpfc",132.5,17.5,1985,3,124.9,44.835,2310,2.23,90,14.929,1035,27.676,1185
"wcpfc",132.5,17.5,1985,5,143.873,37.563,1333,4.156,121,1.066,67,32.341,1145
"wcpfc",132.5,17.5,1985,6,128.017,35.042,1214,3.953,114,0.248,10,30.841,1090
"wcpfc",132.5,17.5,1986,5,100.296,27.454,959,1.71,49,0,0,25.744,910
"wcpfc",132.5,17.5,1987,5,128.437,35.157,1230,1.899,55,0,0,33.258,1175
"wcpfc",132.5,17.5,1987,6,135.76,35.66,1264,2.988,106,0,0,32.672,1158
"wcpfc",132.5,17.5,1988,5,155.821,47.408,1720,5.48,173,0.09,4,41.838,1543
"wcpfc",132.5,17.5,1988,6,130.089,35.609,1241,2.899,84,0.087,4,32.623,1153
"wcpfc",132.5,17.5,1989,5,110.701,30.302,1071,0.885,26,1.192,48,28.225,997
"wcpfc",132.5,17.5,1989,6,106.496,29.151,1031,0.851,25,1.147,46,27.153,960
"wcpfc",132.5,17.5,1990,5,103.817,28.207,1006,1.21,37,0.876,42,26.121,927
"wcpfc",132.5,17.5,1992,5,567.867,27.286,911,2.566,66,0.71,29,24.01,816
"wcpfc",132.5,17.5,1992,6,546.306,26.25,876,2.469,63,0.683,28,23.098,785
"wcpfc",132.5,17.5,1994,5,121.216,23.146,684,3.725,77,0.177,8,19.244,599
"wcpfc",132.5,17.5,1994,6,116.618,22.268,657,3.584,74,0.171,7,18.513,576
"wcpfc",132.5,17.5,1995,6,108.836,24.964,867,2.856,61,0.15,7,21.958,799
"wcpfc",132.5,17.5,1996,5,120.488,41.057,1070,10.072,206,0.166,7,30.819,857
"wcpfc",132.5,17.5,1996,6,114.744,42.502,1011,15.024,271,0.159,7,27.319,733
"wcpfc",132.5,17.5,1997,5,125.067,33.093,847,8.922,188,0.532,22,23.639,637
"wcpfc",132.5,17.5,1997,6,120.317,31.836,815,8.583,181,0.512,21,22.741,613
"wcpfc",132.5,17.5,1998,5,118.431,31.337,798,8.678,183,0.293,12,22.366,603
"wcpfc",132.5,17.5,1998,6,113.937,30.148,768,8.349,176,0.282,12,21.517,580
"wcpfc",132.5,17.5,1999,5,117.883,31.192,809,6.322,133,0.397,16,24.473,660
"wcpfc",132.5,17.5,1999,6,113.408,30.008,779,6.082,128,0.382,16,23.544,635
"wcpfc",132.5,17.5,2000,5,100.215,26.517,709,4.948,104,1.757,71,19.812,534
"wcpfc",132.5,17.5,2000,6,103.513,28.214,805,4.76,100,2.621,121,20.833,584
"wcpfc",132.5,17.5,2001,5,199.829,37.923,1315,7.787,184,0,0,30.136,1131
"wcpfc",132.5,17.5,2001,6,231.088,37.217,1130,7.515,174,0.666,38,29.036,918
"wcpfc",132.5,17.5,2002,5,147.101,27.561,972,5.582,157,0.158,10,21.821,805
"wcpfc",132.5,17.5,2002,6,139.56,25.701,881,4.892,115,0,0,20.809,766
"wcpfc",132.5,17.5,2003,5,130.827,30.432,941,5.438,139,0,0,24.994,802
"wcpfc",132.5,17.5,2003,6,125.857,29.276,906,5.231,134,0,0,24.045,772
"wcpfc",132.5,17.5,2007,3,377.159,60.253,2076,1.926,49,6.344,256,51.983,1771
"wcpfc",132.5,17.5,2007,4,198.45,6.429,190,1.18,27,0.474,30,4.775,133
"wcpfc",132.5,17.5,2007,5,248.573,5.576,110,1.397,46,1.77,0,2.409,64
"wcpfc",132.5,17.5,2007,6,527.986,9.57,237,1.071,25,0.45,16,8.049,196
"wcpfc",132.5,17.5,2007,8,629.304,2.209,48,1.633,38,0.193,0,0.383,10
"wcpfc",132.5,17.5,2007,9,614.285,29.575,514,5.343,120,6.163,0,18.069,394
"wcpfc",132.5,17.5,2007,10,264.308,3.911,73,2.365,52,0.998,0,0.548,21
"wcpfc",132.5,17.5,2007,11,119.567,0.787,26,0.105,5,0.08,0,0.602,21
"wcpfc",132.5,17.5,2007,12,138.447,1.757,49,1.045,28,0,0,0.712,21
"wcpfc",132.5,17.5,2008,1,342.958,21.708,767,1.687,44,5.233,287,14.788,436
"wcpfc",132.5,17.5,2008,4,259.618,7.996,481,0.715,35,3.69,292,3.591,154
"wcpfc",132.5,17.5,2008,5,396.197,6.608,237,0.446,13,0.503,29,5.659,195
"wcpfc",132.5,17.5,2008,6,392.607,8.833,401,0.064,3,0.538,36,8.231,362
"wcpfc",132.5,17.5,2008,7,276.951,10.044,290,0.341,8,1.989,101,7.714,181
"wcpfc",132.5,17.5,2008,8,645.165,18.644,760,0.901,29,2.405,150,15.338,581
"wcpfc",132.5,17.5,2008,9,383.656,19.787,857,0.289,10,3.876,201,15.622,646
"wcpfc",132.5,17.5,2008,10,234.523,14.693,562,0.887,34,2.19,115,11.616,413
"wcpfc",132.5,17.5,2009,2,114.443,11.872,566,0.101,3,6.716,365,5.055,198
"wcpfc",132.5,17.5,2009,3,237.474,1.967,108,0.241,15,1.057,77,0.669,16
"wcpfc",132.5,17.5,2009,4,451.54,16.873,874,0.783,25,4.111,260,11.979,589
"wcpfc",132.5,17.5,2009,5,551.157,19.129,941,1.046,39,1.832,100,16.251,802
"wcpfc",132.5,17.5,2009,6,836.297,22.928,996,1.703,116,0.626,37,20.599,843
"wcpfc",132.5,17.5,2009,7,1297.728,45.83,1738,0.559,17,0.313,18,44.958,1703
"wcpfc",132.5,17.5,2009,8,490.166,1.609,69,0.394,12,0.713,41,0.502,16
"wcpfc",132.5,17.5,2009,9,243.678,9.794,314,0.509,13,0.135,8,9.15,293
"wcpfc",132.5,17.5,2010,1,373.228,59.121,2718,1.361,49,15.523,1046,42.237,1623
"wcpfc",132.5,17.5,2010,2,352.277,52.075,2205,1.749,70,7.76,504,42.566,1631
"wcpfc",132.5,17.5,2010,3,300.646,43.127,1908,2.184,96,13.727,719,27.216,1093
"wcpfc",132.5,17.5,2010,4,471.466,37.365,1664,0.948,41,14.986,816,21.431,807
